scientific_name,f,f_mort,mid_avm,mid_prm,redlist_category,family,common_name,percent_diff,abs_diff,avm_prm,p_max,f_fmsy,mean_f_fmsy
Iago garricki,0.03938484108689116,0.01970677068204111,0.2177977207977208,0.361244966442953,LC,Triakidae,Longnose houndshark,49.9636,0.019678070404850048,0.5790426872406738,0.07871237956146157,1.9985450591969047,2.9695078567749085
Iago omanensis,0.03938484108689116,0.016759099430875325,0.2177977207977208,0.2655628283970689,LC,Triakidae,Bigeye houndshark,57.4478,0.022625741656015833,0.4833605491947897,0.09255653312141596,2.3500547562758216,2.9695078567749085
Isistius brasiliensis,0.03938484108689116,0.014555411105996114,0.17383720930232557,0.23691657397107896,LC,Dalatiidae,Cookiecutter shark,63.0431,0.024829429980895046,0.4107537832734045,0.1065696556986413,2.7058546577229157,2.9695078567749085
Isistius plutodus,0.07908848706977871,0.028212498243734105,0.157,0.23691657397107896,LC,Dalatiidae,Largetooth cookiecutter shark,64.3279,0.050875988826044605,0.39391657397107893,0.2217096472306893,2.803311271273629,2.9695078567749085
Isogomphodon oxyrhynchus,0.08019986506946719,0.04017801021566484,0.33,0.25518438627854423,CR,Carcharhinidae,Daggernose shark,49.9026,0.04002185485380235,0.5851843862785442,0.16008787895073834,1.9961115746525766,2.9695078567749085
Isurus oxyrinchus,0.0816197286119908,0.03815679646592244,0.16633889450623526,0.361244966442953,EN,Lamnidae,Shortfin mako,53.2505,0.043462932146068355,0.5275838609491883,0.1745895220526226,2.1390603108054633,2.9695078567749085
Isurus paucus,0.03429803012209115,0.015123778780112786,0.15884057971014495,0.33538379618251823,EN,Lamnidae,Longfin mako,55.9048,0.019174251341978366,0.4942243758926632,0.07778177697819978,2.2678205337542408,2.9695078567749085
Lamiopsis tephrodes,0.03598158069153816,0.018025819810895884,0.33,0.25518438627854423,EN,Carcharhinidae,Borneo broadfin shark,49.9026,0.017955760880642276,0.5851843862785442,0.07182324969267498,1.9961115746525766,2.9695078567749085
Lamna ditropis,0.0820256595,0.040603654720873975,0.17903225806451611,0.38488645458587656,LC,Lamnidae,Salmon shark,50.4988,0.041422004779126026,0.5639187126503926,0.1657043859542799,2.020153046794825,2.9695078567749085
Lamna nasus,0.05772226424999999,0.026028055416749112,0.17383720930232557,0.33538379618251823,VU,Lamnidae,Porbeagle,54.9081,0.03169420883325087,0.5092210054848438,0.12801027290932512,2.2176931998873406,2.9695078567749085
Loxodon macrorhinus,0.0566329797761521,0.02502554743328389,0.33,0.167,NT,Carcharhinidae,Sliteye shark,55.811,0.03160743234286821,0.497,0.1281608087446018,2.2630066306094276,2.9695078567749085
Mitsukurina owstoni,0.04251404263055997,0.018694637903165584,0.157,0.33538379618251823,LC,Mitsukurinidae,Goblin shark,56.0271,0.023819404727394383,0.49238379618251826,0.09668237171203165,2.274127928792506,2.9695078567749085
Mustelus albipinnis,0.04251404263055997,0.02063326417239395,0.33,0.23183314794215792,LC,Triakidae,White-margin fin smooth-hound,51.4672,0.021880778458166016,0.5618331479421579,0.08759857793195523,2.0604622028813506,2.9695078567749085
Mustelus antarcticus,0.17685819602705433,0.048196397919674325,0.04025641025641025,0.242,LC,Triakidae,Gummy shark,72.7486,0.12866179810738,0.28225641025641024,0.6489875603714096,3.669536244009482,2.9695078567749085
Mustelus asterias,0.0997000935,0.04622187107214529,0.33,0.19941657397107895,NT,Triakidae,Starry smooth-hound,53.6391,0.053478222427854716,0.529416573971079,0.2150521096441182,2.1569900498049,2.9695078567749085
Mustelus californicus,0.29895817604287167,0.0945108054498887,0.17903225806451611,0.167,LC,Triakidae,Grey smooth-hound,68.3866,0.20444737059298296,0.3460322580645161,0.9456691657426017,3.163215598448759,2.9695078567749085
Mustelus canis,0.169381834875,0.09883430064956243,0.5,0.167,NT,Triakidae,Dusky smooth-hound,41.65,0.07054753422543757,0.667,0.2902859209511568,1.713796058269066,2.9695078567749085
Mustelus dorsalis,0.06351057749528352,0.03441320641581939,0.45,0.167,VU,Triakidae,Sharptooth smooth-hound,45.815,0.029097371079464134,0.617,0.11721062562569627,1.845529205499677,2.9695078567749085
Mustelus fasciatus,0.06351057749528352,0.035698487870705835,0.429925,0.23183314794215792,CR,Triakidae,Striped smooth-hound,43.7913,0.027812089624577686,0.6617581479421579,0.1129906535737057,1.7790840208010503,2.9695078567749085
Mustelus griseus,0.06351057749528352,0.02806468908939081,0.33,0.167,EN,Triakidae,Spotless smooth-hound,55.811,0.03544588840589271,0.497,0.1437248579856605,2.2630066306094276,2.9695078567749085
Mustelus henlei,0.2441266674511978,0.10787713308000974,0.33,0.167,LC,Triakidae,Brown smooth-hound,55.811,0.13624953437118806,0.497,0.5524602671506433,2.2630066306094276,2.9695078567749085
Mustelus higmani,0.06351057749528352,0.02806468908939081,0.33,0.167,EN,Triakidae,Smalleye smooth-hound,55.811,0.03544588840589271,0.497,0.1437248579856605,2.2630066306094276,2.9695078567749085
Mustelus lenticulatus,0.151673631,0.06702306080259007,0.33,0.167,LC,Triakidae,Spotted estuary smooth-hound,55.811,0.08465057019740993,0.497,0.34323843264160764,2.2630066306094276,2.9695078567749085
Mustelus lunulatus,0.0811285324105828,0.02928788697141485,0.157,0.242,LC,Triakidae,Sicklefin smooth-hound,63.8994,0.05184064543916794,0.399,0.22472904165189161,2.770037063095904,2.9695078567749085
Mustelus manazo,0.224813844,0.07308881783112411,0.157,0.19941657397107895,EN,Triakidae,Starspotted smooth-hound,67.4892,0.1517250261688759,0.35641657397107895,0.6915051121473479,3.0759009313828014,2.9695078567749085
Mustelus mento,0.0811285324105828,0.030954710416382057,0.33,0.07694248547613033,CR,Triakidae,Speckled smooth-hound,61.8449,0.050173821994200736,0.4069424854761303,0.21262827881615512,2.6208816121566976,2.9695078567749085
Mustelus minicanis,0.0811285324105828,0.039373965343463053,0.33,0.23183314794215792,EN,Triakidae,Dwarf smooth-hound,51.4672,0.04175456706711974,0.5618331479421579,0.16716227460724045,2.06046220288135,2.9695078567749085
Mustelus mosis,0.0811285324105828,0.03584988718691236,0.33,0.167,NT,Triakidae,Arabian smooth-hound,55.811,0.045278645223670436,0.497,0.18359440677676073,2.2630066306094276,2.9695078567749085
Mustelus mustelus,0.12063595575,0.059369779262804914,0.33,0.242,EN,Triakidae,Smooth-hound,50.786,0.06126617648719508,0.5720000000000001,0.2451252809159995,2.0319421302881295,2.9695078567749085
Mustelus norrisi,0.0811285324105828,0.03920155327923311,0.429925,0.09345794392523364,NT,Triakidae,Narrowfin smooth-hound,51.6797,0.041926979131349684,0.5233829439252337,0.16789741042705195,2.0695235749778043,2.9695078567749085
Mustelus palumbes,0.0811285324105828,0.039373965343463053,0.33,0.23183314794215792,LC,Triakidae,Whitespotted smooth-hound,51.4672,0.04175456706711974,0.5618331479421579,0.16716227460724045,2.06046220288135,2.9695078567749085
Mustelus punctulatus,0.0811285324105828,0.024158535509755694,0.157,0.167,VU,Triakidae,Blackspotted smooth-hound,70.2219,0.0569699969008271,0.324,0.27244361598148575,3.358172616788849,2.9695078567749085
Mustelus ravidus,0.0811285324105828,0.039373965343463053,0.33,0.23183314794215792,LC,Triakidae,Australian grey smooth-hound,51.4672,0.04175456706711974,0.5618331479421579,0.16716227460724045,2.06046220288135,2.9695078567749085
Mustelus schmitti,0.11062240575,0.051285554474099514,0.33,0.19941657397107895,CR,Triakidae,Narrownose smooth-hound,53.6391,0.059336851275900486,0.529416573971079,0.23861142848823036,2.1569900498049,2.9695078567749085
Mustelus sinusmexicanus,0.0811285324105828,0.04410207084590198,0.429925,0.19941657397107895,LC,Triakidae,Gulf smooth-hound,45.6393,0.03702646156468081,0.6293415739710789,0.149241147392478,1.8395642440218762,2.9695078567749085
Mustelus stevensi,0.0811285324105828,0.03992659594054416,0.33,0.242,LC,Triakidae,Western spotted gummy shark,50.786,0.041201936470038635,0.5720000000000001,0.16484848297350915,2.0319421302881295,2.9695078567749085
Mustelus walkeri,0.0811285324105828,0.024282922010802822,0.15884057971014495,0.167,DD,Triakidae,Eastern spotted gummy shark,70.0686,0.05684561039977997,0.32584057971014496,0.2710482383402808,3.340973024983797,2.9695078567749085
Mustelus whitneyi,0.05447083000691234,0.026436230376602622,0.33,0.23183314794215792,CR,Triakidae,Humpback smooth-hound,51.4672,0.028034599630309714,0.5618331479421579,0.11223508638881816,2.06046220288135,2.9695078567749085
Mustelus widodoi,0.05447083000691234,0.026436230376602622,0.33,0.23183314794215792,VU,Triakidae,White-fin smooth-hound,51.4672,0.028034599630309714,0.5618331479421579,0.11223508638881816,2.06046220288135,2.9695078567749085
Nasolamia velox,0.05289364285130611,0.031094793407935556,0.33,0.38488645458587656,EN,Carcharhinidae,Whitenose shark,41.2126,0.02179884944337055,0.7148864545858766,0.08997445515757817,1.7010447817049232,2.9695078567749085
Nebrius ferrugineus,0.05289364285130611,0.014992703066202751,0.157,0.15,VU,Ginglymostomatidae,Tawny nurse shark,71.655,0.03790093978510335,0.307,0.18660660734276277,3.527959075674722,2.9695078567749085
Negaprion acutidens,0.05289364285130611,0.02726330092011665,0.429925,0.15,EN,Carcharhinidae,Sicklefin lemon shark,48.4564,0.025630341931189456,0.579925,0.10261922498875924,1.940105076090921,2.9695078567749085
Negaprion brevirostris,0.07868339372986317,0.03575149445872313,0.17903225806451611,0.33538379618251823,VU,Carcharhinidae,Lemon shark,54.5628,0.042931899271140044,0.5144160542470344,0.17316954770510326,2.2008398404831286,2.9695078567749085
Notorynchus cepedianus,0.088664977875,0.039180167073183725,0.33,0.167,VU,Hexanchidae,Broadnose sevengill shark,55.811,0.04948481080181627,0.497,0.2006494328339632,2.2630066306094276,2.9695078567749085
Odontaspis ferox,0.05289364285130611,0.023258844355905667,0.157,0.33538379618251823,EN,Odontaspididae,Smalltooth sand tiger,56.0271,0.02963479849540044,0.49238379618251826,0.1202869104637313,2.274127928792506,2.9695078567749085
Odontaspis noronhai,0.05289364285130611,0.02385073914226311,0.17383720930232557,0.33538379618251823,LC,Odontaspididae,Bigeye sand tiger,54.9081,0.029042903709042996,0.5092210054848438,0.11730187206861122,2.217693199887341,2.9695078567749085
Orectolobus floridus,0.05289364285130611,0.019049645472897937,0.33,0.045,LC,Orectolobidae,Floral banded wobbegong,63.985,0.03384399737840817,0.375,0.1468655917015302,2.7766208524226017,2.9695078567749085
Orectolobus halei,0.04053085929055788,0.007900883055804825,0.157,0.045,LC,Orectolobidae,Gulf wobbegong,80.5065,0.032629976234753055,0.202,0.20791986708676166,5.129915099905097,2.9695078567749085
Orectolobus hutchinsi,0.04053085929055788,0.014597188973494326,0.33,0.045,LC,Orectolobidae,Western wobbegong,63.985,0.025933670317063555,0.375,0.11253882907276935,2.776620852422602,2.9695078567749085
Orectolobus japonicus,0.04053085929055788,0.008753685021455055,0.17903225806451611,0.045,LC,Orectolobidae,Japanese wobbegong,78.4024,0.03177717426910282,0.2240322580645161,0.18766371861020617,4.630144090084085,2.9695078567749085
Orectolobus leptolineatus,0.04053085929055788,0.014597188973494326,0.33,0.045,NT,Orectolobidae,Indonesian wobbegong,63.985,0.025933670317063555,0.375,0.11253882907276935,2.776620852422602,2.9695078567749085
Orectolobus maculatus,0.04053085929055788,0.009078156830620828,0.17903225806451611,0.0547513572204126,LC,Orectolobidae,Spotted wobbegong,77.6019,0.03145270245993705,0.23378361528492872,0.18095668512310367,4.46466441349936,2.9695078567749085
Orectolobus ornatus,0.04053085929055788,0.014597188973494326,0.33,0.045,LC,Orectolobidae,Ornate wobbegong,63.985,0.025933670317063555,0.375,0.11253882907276935,2.776620852422602,2.9695078567749085
Orectolobus parvimaculatus,0.04053085929055788,0.014597188973494326,0.33,0.045,LC,Orectolobidae,Dwarf spotted wobbegong,63.985,0.025933670317063555,0.375,0.11253882907276935,2.776620852422602,2.9695078567749085
Orectolobus reticulatus,0.04053085929055788,0.014597188973494326,0.33,0.045,DD,Orectolobidae,Network wobbegong,63.985,0.025933670317063555,0.375,0.11253882907276935,2.776620852422602,2.9695078567749085
Orectolobus wardi,0.02011448699203874,0.00916372529779167,0.429925,0.045,LC,Orectolobidae,Northern wobbegong,54.4422,0.01095076169424707,0.474925,0.04415157666094223,2.1950138066368434,2.9695078567749085
Oxynotus centrina,0.097129464,0.019104661732104233,0.15884057971014495,0.045,EN,Oxynotidae,Angular roughshark,80.3307,0.07802480226789577,0.20384057971014496,0.49381250985037567,5.084065015023409,2.9695078567749085
Oxynotus paradoxus,0.11385134320857418,0.022193611588363353,0.157,0.045,VU,Oxynotidae,Sailfin roughshark,80.5065,0.09165773162021082,0.202,0.5840477246701423,5.129915099905097,2.9695078567749085
Pentanchus profundicolus,0.06673576301903358,0.01300913596411533,0.157,0.045,LC,Pentanchidae,Onefin catshark,80.5065,0.05372662705491825,0.202,0.3423487984150286,5.129915099905097,2.9695078567749085
Pliotrema warreni,0.06673576301903358,0.02403488505130497,0.33,0.045,LC,Pristiophoridae,Sixgill sawshark,63.985,0.04270087796772862,0.375,0.18529991120098177,2.7766208524226017,2.9695078567749085
Poroderma africanum,0.08277426125416902,0.02981115019068895,0.33,0.045,LC,Scyliorhinidae,Pyjama shark,63.985,0.052963111063480076,0.375,0.22983273984220193,2.7766208524226017,2.9695078567749085
Poroderma pantherinum,0.0811285324105828,0.029748486858874656,0.33,0.0547513572204126,LC,Scyliorhinidae,Leopard catshark,63.3317,0.05138004555170814,0.3847513572204126,0.2212497781751071,2.727151245080901,2.9695078567749085
Prionace glauca,0.3728700730887175,0.15873494939263252,0.17903225806451611,0.30047331228979357,NT,Carcharhinidae,Blue shark,57.4289,0.21413512369608498,0.4795055703543097,0.8758760593189217,2.3490114185445052,2.9695078567749085
Pristiophorus cirratus,0.0811285324105828,0.029218440947671384,0.33,0.045,LC,Pristiophoridae,Common sawshark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Pristiophorus delicatus,0.0811285324105828,0.020525260983884124,0.2177977207977208,0.045,LC,Pristiophoridae,Tropical sawshark,74.7003,0.06060327142669867,0.2627977207977208,0.32066993842054564,3.9526160389253624,2.9695078567749085
Pristiophorus japonicus,0.0811285324105828,0.029218440947671384,0.33,0.045,LC,Pristiophoridae,Japanese sawshark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Pristiophorus lanae,0.0811285324105828,0.029218440947671384,0.33,0.045,NT,Pristiophoridae,Lana's sawshark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Pristiophorus nancyae,0.0811285324105828,0.02410203111954928,0.2639628482972136,0.045,LC,Pristiophoridae,Dwarf sawshark,70.2915,0.05702650129103351,0.3089628482972136,0.2730818870376585,3.3660400222158637,2.9695078567749085
Pristiophorus nudipinnis,0.06351057749528352,0.013913309424259524,0.17383720930232557,0.0547513572204126,LC,Pristiophoridae,Shortnose sawshark,78.0929,0.049597268071024,0.22858856652273818,0.28990864831622404,4.564730155976829,2.9695078567749085
Pseudocarcharias kamoharai,0.03478451079595132,0.01654360803367183,0.17903225806451611,0.361244966442953,LC,Pseudocarchariidae,Crocodile shark,52.4397,0.018240902762279493,0.5402772245074692,0.07313770265526358,2.102593970181012,2.9695078567749085
Pseudotriakis microdon,0.0811285324105828,0.024282922010802822,0.15884057971014495,0.167,LC,Pseudotriakidae,False catshark,70.0686,0.05684561039977997,0.32584057971014496,0.2710482383402808,3.340973024983797,2.9695078567749085
Rhizoprionodon acutus,0.07411682457513344,0.03568423308594831,0.157,0.38488645458587656,VU,Carcharhinidae,Milk shark,51.8541,0.03843259148918513,0.5418864545858766,0.15394213126171374,2.077020057782698,2.9695078567749085
Rhizoprionodon lalandii,0.0811285324105828,0.04064324797991759,0.33,0.25518438627854423,VU,Carcharhinidae,Brazilian sharpnose shark,49.9026,0.0404852844306652,0.5851843862785442,0.161941602579341,1.9961115746525766,2.9695078567749085
Rhizoprionodon longurio,0.0811285324105828,0.046681295810864186,0.429925,0.25518438627854423,VU,Carcharhinidae,Pacific sharpnose shark,42.4601,0.03444723659971861,0.6851093862785442,0.1409952613935422,1.7379244663268445,2.9695078567749085
Rhizoprionodon oligolinx,0.0811285324105828,0.03727263469896229,0.2639628482972136,0.2655628283970689,NT,Carcharhinidae,Grey sharpnose shark,54.0573,0.0438558977116205,0.5295256766942825,0.1765863399638741,2.176624360344516,2.9695078567749085
Rhizoprionodon porosus,0.0811285324105828,0.03937225863423919,0.17903225806451611,0.3730657105144148,VU,Carcharhinidae,Caribbean sharpnose shark,51.4693,0.041756273776343604,0.5520979685789309,0.16716950798274657,2.060551362333533,2.9695078567749085
Rhizoprionodon taylori,0.3746675473682105,0.23271310148446758,0.429925,0.33538379618251823,LC,Carcharhinidae,Australian sharpnose shark,37.8881,0.14195444588374292,0.7653087961825182,0.6032137921528894,1.6099974401040702,2.9695078567749085
Rhizoprionodon terraenovae,0.23216899374076305,0.10715284115485872,0.157,0.361244966442953,LC,Carcharhinidae,Atlantic sharpnose shark,53.847,0.12501615258590432,0.518244966442953,0.5030420422090938,2.166706389617143,2.9695078567749085
Schroederichthys saurisqualus,0.0811285324105828,0.029218440947671384,0.33,0.045,VU,Scyliorhinidae,Lizard catshark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Scyliorhinus boa,0.0811285324105828,0.029218440947671384,0.33,0.045,LC,Scyliorhinidae,Boa catshark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Scyliorhinus canicula,0.3396902248020769,0.17748814245908506,0.5,0.045,LC,Scyliorhinidae,Small-spotted catshark,47.75,0.16220208234299183,0.545,0.650124832157085,1.9138755980861246,2.9695078567749085
Scyliorhinus haeckelii,0.0811285324105828,0.04258743650960525,0.5,0.04987567861020629,DD,Scyliorhinidae,Freckled catshark,47.5062,0.03854109590097754,0.5498756786102063,0.15454878940100125,1.9049868746404337,2.9695078567749085
Scyliorhinus torazame,0.0811285324105828,0.016481698977612636,0.157,0.0547513572204126,LC,Scyliorhinidae,Cloudy catshark,79.6845,0.06464683343297016,0.2117513572204126,0.39934302582059417,4.922349929856514,2.9695078567749085
Scymnodalatias albicauda,0.0811285324105828,0.020525260983884124,0.2177977207977208,0.045,DD,Somniosidae,Whitetail dogfish,74.7003,0.06060327142669867,0.2627977207977208,0.32066993842054564,3.9526160389253624,2.9695078567749085
Scymnodon ringens,0.0811285324105828,0.017119299532417927,0.17383720930232557,0.045,VU,Somniosidae,Knifetooth dogfish,78.8985,0.06400923287816487,0.21883720930232559,0.38446808241396474,4.738999597185033,2.9695078567749085
Somniosus antarcticus,0.0811285324105828,0.015814790465456953,0.157,0.045,LC,Somniosidae,Southern sleeper shark,80.5065,0.06531374194512585,0.202,0.41618248344618874,5.129915099905097,2.9695078567749085
Somniosus longus,0.0811285324105828,0.029218440947671384,0.33,0.045,DD,Somniosidae,Frog shark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Somniosus microcephalus,0.0811285324105828,0.01595739443724554,0.15884057971014495,0.045,VU,Somniosidae,Greenland shark,80.3307,0.06517113797333725,0.20384057971014496,0.41246273334883676,5.084065015023409,2.9695078567749085
Somniosus pacificus,0.0811285324105828,0.017119299532417927,0.17383720930232557,0.045,NT,Somniosidae,Pacific sleeper shark,78.8985,0.06400923287816487,0.21883720930232559,0.38446808241396474,4.738999597185033,2.9695078567749085
Somniosus rostratus,0.0811285324105828,0.029218440947671384,0.33,0.045,LC,Somniosidae,Little sleeper shark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Sphyrna corona,0.0811285324105828,0.0267058462364524,0.08661956521739131,0.2655628283970689,CR,Sphyrnidae,Scalloped bonnethead,67.0821,0.05442268617413039,0.35218239361446024,0.24645719323098617,3.0378608598968952,2.9695078567749085
Sphyrna lewini,0.2183229119596849,0.0897015649947923,0.11357333333333336,0.33538379618251823,CR,Sphyrnidae,Scalloped hammerhead,58.9134,0.12862134696489258,0.4489571295158516,0.5313725447218435,2.433883553275278,2.9695078567749085
Sphyrna media,0.0811285324105828,0.031009049433323953,0.15884057971014495,0.2655628283970689,CR,Sphyrnidae,Scoophead,61.7779,0.050119482977258836,0.4244034081072139,0.21225556003093188,2.616287435802848,2.9695078567749085
Sphyrna mokarran,0.07575000000000001,0.037902600035155984,0.2177977207977208,0.361244966442953,CR,Sphyrnidae,Great hammerhead,49.9636,0.03784739996484403,0.5790426872406738,0.15138978823416555,1.9985450591969045,2.9695078567749085
Sphyrna tiburo,0.34517967778208647,0.16029210091364804,0.429925,0.06042702702702703,EN,Sphyrnidae,Bonnethead,53.5627,0.18488757686843843,0.490352027027027,0.7433241764316324,2.15344130688046,2.9695078567749085
Sphyrna tudes,0.0811285324105828,0.04064324797991759,0.33,0.25518438627854423,CR,Sphyrnidae,Smalleye hammerhead,49.9026,0.0404852844306652,0.5851843862785442,0.161941602579341,1.9961115746525766,2.9695078567749085
Sphyrna zygaena,0.085903428,0.04145625959733024,0.15884057971014495,0.38488645458587656,VU,Sphyrnidae,Smooth hammerhead,51.7409,0.04444716840266976,0.5437270342960215,0.17800462089015337,2.072148050833936,2.9695078567749085
Squaliolus laticaudus,0.0811285324105828,0.029218440947671384,0.33,0.045,LC,Dalatiidae,Spined pygmy shark,63.985,0.05191009146291141,0.375,0.22526317481766708,2.776620852422602,2.9695078567749085
Squalus acanthias,0.02762921109360464,0.009821079375332714,0.33,0.038,VU,Squalidae,Picked dogfish,64.454,0.017808131718271926,0.368,0.07772804561302152,2.813256062566814,2.9695078567749085
Squalus altipinnis,0.04199797275235645,0.019250101649388965,0.429925,0.04987567861020629,DD,Squalidae,Eastern highfin spurdog,54.1642,0.022747871102967485,0.4798006786102063,0.09162700935154715,2.1817007666496493,2.9695078567749085
Squalus blainville,0.05289364285130611,0.006421288242148648,0.08,0.045,DD,Squalidae,Longnose spurdog,87.86,0.04647235460915746,0.125,0.4356972228278923,8.23723228995058,2.9695078567749085
Squalus brevirostris,0.035839053295044,0.01890064505222128,0.5,0.0547513572204126,EN,Squalidae,Japanese shortnose spurdog,47.2624,0.01693840824282272,0.5547513572204126,0.06795730805922907,1.8961803343345163,2.9695078567749085
Squalus bucephalus,0.0866463001770226,0.03120566500875455,0.33,0.045,DD,Squalidae,Bighead spurdog,63.985,0.055440635168268054,0.375,0.24058392385678914,2.776620852422602,2.9695078567749085
Squalus chloroculus,0.05284252581573869,0.011150541007089032,0.17383720930232557,0.045,EN,Squalidae,Greeneye spurdog,78.8985,0.04169198480864966,0.21883720930232559,0.25042070855502535,4.738999597185033,2.9695078567749085
Squalus cubensis,0.03099888968323243,0.01627249017117322,0.5,0.04987567861020629,LC,Squalidae,Cuban dogfish,47.5062,0.014726399512059212,0.5498756786102063,0.05905247797498453,1.9049868746404337,2.9695078567749085
Squalus edmundsi,0.02398234993435664,0.005060624416816921,0.17383720930232557,0.045,NT,Squalidae,Edmund's spurdog,78.8985,0.01892172551753972,0.21883720930232559,0.11365234667846662,4.738999597185033,2.9695078567749085
Squalus formosus,0.02871228257079228,0.01034072856787077,0.33,0.045,EN,Squalidae,Taiwan spurdog,63.985,0.01837155400292151,0.375,0.07972312250671187,2.7766208524226017,2.9695078567749085
Squalus grahami,0.03174472782841144,0.014638680618572692,0.429925,0.0547513572204126,NT,Squalidae,Eastern longnose spurdog,53.8863,0.017106047209838743,0.4846763572204126,0.06884012306193482,2.1685529463044606,2.9695078567749085
Squalus griffini,0.0286143754891265,0.005577943285972822,0.157,0.045,LC,Squalidae,Northern spiny dogfish,80.5065,0.023036432203153677,0.202,0.14678931689602434,5.129915099905097,2.9695078567749085
Squalus hemipinnis,0.09208898138893253,0.04195374849657511,0.429925,0.045,VU,Squalidae,Indonesian shortsnout spurdog,54.4422,0.05013523289235741,0.474925,0.20213658558783024,2.195013806636844,2.9695078567749085
Squalus japonicus,0.03241157406962108,0.017093075869791363,0.5,0.0547513572204126,EN,Squalidae,Japanese spurdog,47.2624,0.015318498199829715,0.5547513572204126,0.06145818935564203,1.8961803343345163,2.9695078567749085
Squalus megalops,0.030561675375,0.01596847538343752,0.5,0.045,LC,Squalidae,Shortnose spurdog,47.75,0.014593199991562479,0.545,0.058491244736842106,1.9138755980861244,2.9695078567749085
Squalus melanurus,0.04815753880618548,0.023121072298301754,0.45,0.0547513572204126,DD,Squalidae,Blacktailed spurdog,51.9887,0.025036466507883725,0.5047513572204126,0.1003045924734083,2.0828429973777007,2.9695078567749085
Squalus mitsukurii,0.06673576301903358,0.02403488505130497,0.33,0.045,EN,Squalidae,Shortspine spurdog,63.985,0.04270087796772862,0.375,0.18529991120098177,2.7766208524226017,2.9695078567749085
Squalus montalbani,0.07055842306915049,0.014888852826065602,0.17383720930232557,0.045,VU,Squalidae,Philippiines spurdog,78.8985,0.05566957024308489,0.21883720930232559,0.33437633850271525,4.738999597185033,2.9695078567749085
Squalus nasutus,0.08932555610285264,0.0321705990304423,0.33,0.045,NT,Squalidae,Western longnose spurdog,63.985,0.05715495707241034,0.375,0.24802320172942566,2.7766208524226017,2.9695078567749085
Squalus suckleyi,0.0178694295,0.0034833772395825237,0.157,0.045,LC,Squalidae,Pacific spiny dogfish,80.5065,0.014386052260417476,0.202,0.09166865621873958,5.129915099905097,2.9695078567749085
Squatina aculeata,0.02283236840722865,0.0021189276829535687,0.04025641025641025,0.0547513572204126,CR,Squatinidae,Sawback angelshark,90.7196,0.02071344072427508,0.09500776747682285,0.24602784801548047,10.77539761217189,2.9695078567749085
Squatina africana,0.05915434989261398,0.021497678904801205,0.33,0.04987567861020629,NT,Squatinidae,African angelshark,63.6583,0.03765667098781277,0.3798756786102063,0.1627726548087018,2.751659938858116,2.9695078567749085
Squatina albipunctata,0.03366902644457015,0.012345873405775335,0.33,0.0547513572204126,VU,Squatinidae,Eastern angelshark,63.3317,0.021323153038794812,0.3847513572204126,0.09182052738897127,2.727151245080901,2.9695078567749085
Squatina argentina,0.07543994925,0.01195507105659928,0.11429628205128206,0.04987567861020629,CR,Squatinidae,Argentine angelshark,84.1529,0.06348487819340072,0.16417196066148834,0.4760489253554277,6.310302831432879,2.9695078567749085
Squatina armata,0.00874105503070647,0.0011164222752992714,0.08661956521739131,0.045,CR,Squatinidae,Chilean angelshark,87.2278,0.007624632755407198,0.13161956521739132,0.06843813149423333,7.829504705532329,2.9695078567749085
Squatina australis,0.06673576301903358,0.030403370470596512,0.429925,0.045,LC,Squatinidae,Australian angelshark,54.4422,0.03633239254843707,0.474925,0.1464859212232232,2.195013806636844,2.9695078567749085
Squatina californica,0.07697587888264691,0.035282500462093365,0.429925,0.04987567861020629,NT,Squatinidae,Pacific angelshark,54.1642,0.04169337842055355,0.4798006786102063,0.1679383339718013,2.1817007666496493,2.9695078567749085
Squatina dumeril,0.05447083000691234,0.01961766942698958,0.33,0.045,LC,Squatinidae,Sand devil,63.985,0.03485316057992276,0.375,0.15124484244595957,2.7766208524226017,2.9695078567749085
Squatina formosa,0.03803603823147934,0.013822931672742272,0.33,0.04987567861020629,EN,Squatinidae,Taiwan angelshark,63.6583,0.024213106558737065,0.3798756786102063,0.10466224263443741,2.751659938858116,2.9695078567749085
Squatina guggenheim,0.069106914375,0.025340358971832018,0.33,0.0547513572204126,EN,Squatinidae,Angular angel shark,63.3317,0.04376655540316798,0.3847513572204126,0.18846500758148046,2.727151245080901,2.9695078567749085
Squatina japonica,0.02417077023656538,0.004811075725032196,0.157,0.04987567861020629,CR,Squatinidae,Japanese angelshark,80.0955,0.019359694511533184,0.20687567861020628,0.12143369708641451,5.023989550101735,2.9695078567749085
Squatina nebulosa,0.09208898138893253,0.014530210649015772,0.11357333333333336,0.04987567861020629,EN,Squatinidae,Clouded angelshark,84.2216,0.07755877073991675,0.16344901194353964,0.583639541328224,6.337778228464228,2.9695078567749085
