species,common_name,family,lifestage,gear_class,gear_type,fishery_type,target_fishery_species,target_fishery_common,flagstate,ocean,ocean_region,rfmo,location,habitat,estimate_type,estimate,sample_size,method,start_year,end_year,time_scale,ventilation_method,max_size_cm,measure,growth_rate_r,median_depth,geographic_range,reproductive_mode,median_temp,habitat_associated,reference,notes,reviewer,stock_code,spec_code,species_ref_no,fam_code
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.88,1982,visual,1994,2005,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Morgan & Burgess 2007,some j hooks used as well,LF,890,874,244,11
Carcharhinus obscurus,dusky shark,Carcharhinidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.81,662,visual,1994,2005,annual,ram,420,total_length,,250,,placental viviparity,26,reef-associated,Morgan & Burgess 2007,some j hooks used as well,LF,894,878,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.36,8583,visual,1994,2005,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Morgan & Burgess 2007,some j hooks used as well,LF,896,880,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.085,2466,visual,1994,2005,annual,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Morgan & Burgess 2007,some j hooks used as well,LF,902,886,244,791
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.914,455,visual,1994,2005,annual,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Morgan & Burgess 2007,some j hooks used as well,LF,928,912,244,12
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,circle hooks,multispecies,,sharks,USA,Atlantic,NW,,Gulf of Mexico,pelagic,at-vessel mortality,0.938,178,visual,1994,2005,annual,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Morgan & Burgess 2007,some j hooks used as well,LF,NA,NA,NA,NA
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.77,65,visual,2005,2007,annual,ram,164,total_length,,51.5,,placental viviparity,,coastal,Morgan & Carlson 2010,NA,LF,NA,NA,NA,NA
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.85,165,visual,2005,2007,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Morgan & Carlson 2010,NA,LF,890,874,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.21,353,visual,2005,2007,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Morgan & Carlson 2010,NA,LF,896,880,244,11
Rhizoprionodon terranovae,atlantic sharpnose shark,Carcharhinidae,,longline,circle hooks,research,,,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.91,118,visual,2005,2007,annual,ram,113,total_length,,140,,placental viviparity,,coastal,Morgan & Carlson 2010,NA,LF,NA,NA,NA,NA
Heptranchias perlo,sevengill shark,Lamnidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.242,33,visual,2006,2009,annual,ram,140,total_length,,500,,yolk-sac viviparity,25,bathydemersal,Scott-Denton et al 2011,NA,LF,652,636,247,5
Squalus cubensis,dogfish,Squalidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.102,49,visual,2006,2009,annual,stationary,110,total_length,,370.5,,yolk-sac viviparity,,demersal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Squalus sp,,Squalidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0,2,visual,2006,2009,annual,stationary,,total_length,,,,yolk-sac viviparity,,demersal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Centrophorus granulosus,,Centrophoridae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0,35,visual,2006,2009,annual,stationary,176,total_length,,775,,yolk-sac viviparity,24,bathydemersal,Scott-Denton et al 2011,NA,LF,664,648,247,558
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.613,163,visual,2006,2009,annual,stationary,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Scott-Denton et al 2011,NA,LF,2728,2532,247,493
Mustelus canis ,,Triakidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.008,1279,visual,2006,2009,annual,ram,155,total_length,,404,,yolk-sac viviparity,26,demersal,Scott-Denton et al 2011,NA,LF,2735,2539,244,488
Mustelus sp,,Triakidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0,72,visual,2006,2009,annual,ram,,total_length,,,,yolk-sac viviparity,,demersal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.08,801,visual,2006,2009,annual,ram,164,total_length,,51.5,,placental viviparity,,coastal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.038,26,visual,2006,2009,annual,ram,304,total_length,,100,,placental viviparity,,coastal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.266,94,visual,2006,2009,annual,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Scott-Denton et al 2011,NA,LF,884,868,244,11
Carcharhinus leucas,bull shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.023,43,visual,2006,2009,annual,ram,366,total_length,,82.5,,placental viviparity,,coastal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.23,87,visual,2006,2009,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Scott-Denton et al 2011,NA,LF,890,874,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.034,59,visual,2006,2009,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Scott-Denton et al 2011,NA,LF,896,880,244,11
Carcharhinus porosus,smalltail shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0,48,visual,2006,2009,annual,ram,150,total_length,,42,,placental viviparity,,coastal,Scott-Denton et al 2011,Identification is probably wrong,LF,NA,NA,NA,NA
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.09,102,visual,2006,2009,annual,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Scott-Denton et al 2011,NA,LF,902,886,244,791
Negaprion brevirostris,lemon shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.019,157,visual,2006,2009,annual,ram,368,total_length,,60,,placental viviparity,27,pelagic,Scott-Denton et al 2011,NA,LF,913,897,244,11
Rhizoprionodon terranovae,atlantic sharpnose shark,Carcharhinidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.191,2090,visual,2006,2009,annual,ram,113,total_length,,140,,placental viviparity,,coastal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.193,73,visual,2006,2009,annual,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Scott-Denton et al 2011,NA,LF,928,912,244,12
Rostroraja eglanteria,clearnose skate,Rajidae,,longline,,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.04,50,visual,2006,2009,annual,stationary,84,total_length,,164.5,,oviparous,,demersal,Scott-Denton et al 2011,NA,LF,NA,NA,NA,NA
Ginglymostoma cirratum,nurse shark,Ginglymostomatidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,post-release mortality,0.061,33,visual,2006,2009,annual,stationary,308,total_length,,65,,yolk-sac viviparity,27,reef-associated,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,2728,2532,247,493
Mustelus canis,,Triakidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,post-release mortality,0.125,35,visual,2006,2009,annual,ram,155,total_length,,404,,yolk-sac viviparity,26,demersal,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,2735,2539,244,488
Carcharhinus acronotus,blacknose shark,Carcharhinidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,at-vessel mortality,0.031,32,visual,2006,2009,annual,ram,164,total_length,,51.5,,placental viviparity,,coastal,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,NA,NA,NA,NA
Carcharhinus falciformis,silky shark,Carcharhinidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,post-release mortality,0.014,71,visual,2006,2009,annual,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,884,868,244,11
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,post-release mortality,0.158,39,visual,2006,2009,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,890,874,244,11
Rhizoprionodon terranovae,atlantic sharpnose shark,Carcharhinidae,,handline,vertical line,multispecies,,reef fish,,Atlantic,NW,,Gulf of Mexico,coastal,post-release mortality,0.076,83,visual,2006,2009,annual,ram,113,total_length,,140,,placental viviparity,,coastal,Scott-Denton et al 2011,Estimated by the state in which discarded specimens were classified by observers,LF,NA,NA,NA,NA
Pseudocarcharias kamoharai,crocodyle shark,Pseudocarchariidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.387,139,visual,2005,2009,annual,ram,122,total_length,,295,,oophagy,,pelagic,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Alopias pelagicus,pelagic thresher shark,Alopiidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.638,1353,visual,2005,2009,annual,ram,428,total_length,,150,,oophagy,,pelagic,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.5,1636,visual,2005,2009,annual,ram,484,total_length,,361.5,,oophagy,27,pelagic,Bromhead et al 2012,NA,LF,2730,2534,247,486
Alopias vulpinus,common thresher shark,Alopiidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.529,87,visual,2005,2009,annual,ram,573.3,total_length,,325,,oophagy,26,pelagic,Bromhead et al 2012,NA,LF,2731,2535,247,486
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.503,171,visual,2005,2009,annual,ram,445,total_length,,375,,oophagy,26,pelagic,Bromhead et al 2012,NA,LF,768,752,247,9
Carcharhinus albimarginatus,silvertip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.15,20,visual,2005,2009,annual,ram,300,total_length,,400,,placental viviparity,,coastal,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Carcharhinus brachyurus,copper shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.056,19,visual,2005,2009,annual,ram,322,total_length,,73,,placental viviparity,26,reef-associated,Bromhead et al 2012,NA,LF,880,864,244,11
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.265,3242,visual,2005,2009,annual,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Bromhead et al 2012,NA,LF,884,868,244,11
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.306,917,visual,2005,2009,annual,ram,350,total_length,,541,,placental viviparity,28,pelagic,Bromhead et al 2012,NA,LF,891,875,244,11
Prionace glauca,blue shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.196,3452,visual,2005,2009,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Bromhead et al 2012,NA,LF,914,898,244,11
Pteroplatytrygon violacea,pelagic stingray,Dasyatidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.185,501,visual,2005,2009,annual,stationary,80,disk_width,,190.5,,histotrophy,,pelagic,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Carcharhinus amblyrhynchos,grey reef shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.5,4,visual,2005,2009,annual,ram,265,total_length,,137.5,,placental viviparity,,coastal,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Carcharhinus galapagensis,galapagos shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.25,8,visual,2005,2009,annual,ram,300,total_length,,143,,placental viviparity,,pelagic,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Carcharhinus limbatus,blacktip shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.6,10,visual,2005,2009,annual,ram,286,total_length,,70,,placental viviparity,27,reef-associated,Bromhead et al 2012,NA,LF,890,874,244,11
Carcharhinus plumbeus,sandbar shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0,1,visual,2005,2009,annual,ram,243,total_length,,140,,placental viviparity,27,benthopelagic,Bromhead et al 2012,NA,LF,896,880,244,11
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.75,5,visual,2005,2009,annual,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Bromhead et al 2012,NA,LF,928,912,244,12
Sphyrna mokarran,great hammerhead shark,Sphyrnidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.75,3,visual,2005,2009,annual,ram,610,total_length,,150,,placental viviparity,,coastal-pelagic,Bromhead et al 2012,NA,LF,NA,NA,NA,NA
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,,multispecies,,tuna,Marshall Islands,Pacific,SW,,Marshall Islands,pelagic,at-vessel mortality,0.6,5,visual,2005,2009,annual,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Bromhead et al 2012,NA,LF,902,886,244,791
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,N,,Hawaii,pelagic,post-release survival,0.95,33,blood chemistry,2005,2006,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Moyes et al. 2006,NA,ND,914,898,244,11
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,N,,Hawaii,pelagic,post-release survival,1,11,satellite tag,2005,2006,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Moyes et al. 2006,NA,ND,914,898,244,11
Prionace glauca,blue shark,Carcharhinidae,,longline,circle hooks,research,,,,Pacific,NE,,California,pelagic,post-release mortality,0.12,17,satellite tag,2002,2004,annual,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Weng et al. 2005,"both mortalities (females [sizes 142, 185 cm]) occurred â€œimmediately after taggin",ND,914,898,244,11
Carcharhinus melanopterus,blacktip reef shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.38,37,blood chemistry,2017,2017,month,ram,180,total_length,,50,,placental viviparity,,reef-associated,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Carcharhinus cautus,nervous shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.66,12,blood chemistry,2017,2017,month,ram,150,total_length,,10,,placental viviparity,,coastal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Carcharhinus brevipinna,spinner shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0.8,5,blood chemistry,2017,2017,month,ram,304,total_length,,100,,placental viviparity,,coastal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Negaprion acutidens,sicklefin lemon shark,Carcharhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0,4,blood chemistry,2017,2017,month,ram,310,total_length,,45,,placental viviparity,,coastal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Rhynchobatus australiae,white spotted guitarfish,Rhinidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,0,4,blood chemistry,2017,2017,month,stationary,300,total_length,,30,,yolk-sac viviparity,,benthocoastal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Hemigaleus australiensis,australian weasel shark,Hemigaleidae,,gillnet,,research,,,,Indian,SE,,Western Australia,coastal,at-vessel mortality,1,2,blood chemistry,2017,2017,month,stationary,110,total_length,,91,,placental viviparity,,benthocoastal,Dapp et al. 2017,"In 34 gill-net deployments with a total fishing duration of 272 h,
  we caught 64 elasmobranchs from six different species",ND,NA,NA,NA,NA
Isurus oxyrinchus,shortfin mako,Lamnidae,,longline,J hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.26,149,blood chemistry,1998,2002,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Hight et al. 2007,"total captured: 408, tagged: 110, blood analysis: 149",ND,768,752,247,9
Alopias vulpinus,common thresher,Alopiidae,,longline,circle hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.047,43,blood chemistry,1998,2002,sporadic,ram,573.3,total_length,,325,,oophagy,26,pelagic,Hight et al. 2007,"total captured: 45, tagged: 41, blood analysis: 43",ND,2731,2535,247,486
Prionace glauca,blue shark,Carcharhinidae,,longline,J and circle hooks,research,,,,Pacific,NE,,South California Bight,pelagic,post-release mortality,0.24,79,blood chemistry,1998,2002,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Hight et al. 2009,"total captured: 1341, tagged: 60, blood analysis: 79",ND,914,898,244,11
Mustelus antarcticus,gummy sharks,Triakidae,,gillnet,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.38,30,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,NA,NA,NA,NA
Mustelus antarcticus,gummy sharks,Triakidae,,longline,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.08,24,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,NA,NA,NA,NA
Mustelus antarcticus,gummy sharks,Triakidae,,trawl,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.26,41,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,"gummy sharks, Mustelus antarcticus, to trawl capture in a controlled setting to investigate effects of tow duration, exposure to air, and crowding in the codend, and monitored their condition via repeated blood sampling during a 72-h recovery period subsequent to the capture event.",ND,NA,NA,NA,NA
Mustelus antarcticus,gummy sharks,Triakidae,,trawl,,research,,,,Southern,S,,"Victoria, Australia",coastal,at-vessel mortality,0.07,24,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,"gummy sharks, Mustelus antarcticus, to trawl capture in a controlled setting to investigate effects of tow duration, exposure to air, and crowding in the codend, and monitored their condition via repeated blood sampling during a 72-h recovery period subsequent to the capture event.",ND,NA,NA,NA,NA
Mustelus antarcticus,gummy sharks,Triakidae,,longline,,research,,,,Southern,S,,"Victoria, Australia",coastal,post-release mortality,0.03,93,blood chemistry,2008,2009,sporadic,ram,185.2,total_length,,175.5,,yolk-sac viviparity,,demersal,Frick et al. 2010a,gummy sharks (Mustelus antarcticus) to varying durations of gill-net and longline capture stress for up to 360 min and monitored their condition via repeated blood sampling during a subsequent 72-h recovery period,ND,NA,NA,NA,NA
Pseudocarcharias kamoharai,crocodyle shark,Pseudocarchariidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.133,1621,visual,2008,2011,sporadic,ram,122,total_length,,295,,oophagy,,pelagic,Coelho et al 2012,NA,LF,NA,NA,NA,NA
Alopias superciliosus,bigeye thresher shark,Alopiidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.561,1061,visual,2008,2011,sporadic,ram,484,total_length,,361.5,,oophagy,27,pelagic,Coelho et al 2012,NA,LF,2730,2534,247,486
Alopias vulpinus,common thresher shark,Alopiidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.667,3,visual,2008,2011,sporadic,ram,573.3,total_length,,325,,oophagy,26,pelagic,Coelho et al 2012,NA,LF,2731,2535,247,486
Isurus oxyrinchus,shortfin mako shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.356,1414,visual,2008,2011,sporadic,ram,445,total_length,,375,,oophagy,26,pelagic,Coelho et al 2012,NA,LF,768,752,247,9
Isurus paucus,longfin majo shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.307,168,visual,2008,2011,sporadic,ram,427,total_length,,876,,oophagy,28,pelagic,Coelho et al 2012,NA,LF,769,753,247,9
Lamna nasus,porbeagle shark,Lamnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.3,10,visual,2008,2011,sporadic,ram,365,total_length,,904.5,,oophagy,7.5,pelagic,Coelho et al 2012,NA,LF,103,88,247,9
Galeorhinus galeus,tope shark,Triakidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0,25,visual,2008,2011,sporadic,ram,199,total_length,,400,,yolk-sac viviparity,18,benthopelagic,Coelho et al 2012,NA,LF,4830,4642,244,488
Carcharhinus altimus,bignose shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.6,11,visual,2008,2011,sporadic,ram,300,total_length,,405,,placental viviparity,,coastal,Coelho et al 2012,NA,LF,NA,NA,NA,NA
Carcharhinus falciformis,silky shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.558,310,visual,2008,2011,sporadic,ram,350,total_length,,250,,placental viviparity,27,reef-associated,Coelho et al 2012,NA,LF,884,868,244,11
Carcharhinus longimanus,oceanic whitetip shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.342,281,visual,2008,2011,sporadic,ram,350,total_length,,541,,placental viviparity,28,pelagic,Coelho et al 2012,NA,LF,891,875,244,11
Galeocerdo cuvier,tiger shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.029,36,visual,2008,2011,sporadic,ram,740,total_length,,556,,placental viviparity,26,coastal-pelagic,Coelho et al 2012,NA,LF,902,886,244,791
Prionace glauca,blue shark,Carcharhinidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.143,30168,visual,2008,2011,sporadic,ram,383.5,total_length,,500,,placental viviparity,25,pelagic,Coelho et al 2012,NA,LF,914,898,244,11
Sphyrna lewini,scalloped hammerhead shark,Sphyrnidae,,longline,j hook,multispecies,,"swordfish, tunas",Portugal,Atlantic,,ICCAT,Tropical Atlantic,pelagic,at-vessel mortality,0.571,21,visual,2008,2011,sporadic,ram,430,total_length,,521.5,,placental viviparity,26,pelagic,Coelho et al 2012,NA,LF,928,912,244,12
