reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,2,1,722,other,c,mono,Gilman et al (2022),3,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,15,27,722,squid,c,mono,Gilman et al (2022),42,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,0,1,722,other,j,mono,Gilman et al (2022),1,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,8,6,722,fish,j,mono,Gilman et al (2022),14,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,68,89,722,fish,other,mono,Gilman et al (2022),157,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Rhizoprionodon,1,0,722,other,other,mono,Gilman et al (2022),1,Rhizoprionodon terraenovae,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Cetorhinidae,Cetorhinus,2,2,722,other,c,mono,Gilman et al (2022),4,Cetorhinus maximus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Cetorhinidae,Cetorhinus,1,0,722,fish,c,mono,Gilman et al (2022),1,Cetorhinus maximus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Cetorhinidae,Cetorhinus,2,0,722,other,c,mono,Gilman et al (2022),2,Cetorhinus maximus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Cetorhinidae,Cetorhinus,1,0,722,fish,j,mono,Gilman et al (2022),1,Cetorhinus maximus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Cetorhinidae,Cetorhinus,1,0,722,squid,j,mono,Gilman et al (2022),1,Cetorhinus maximus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,167,167,722,other,c,mono,Gilman et al (2022),334,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,21,24,722,fish,c,mono,Gilman et al (2022),45,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,8,8,722,other,c,mono,Gilman et al (2022),16,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,13,6,722,other,c,mono,Gilman et al (2022),19,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,1,2,722,squid,c,other,Gilman et al (2022),3,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,69,70,722,squid,c,mono,Gilman et al (2022),139,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,1,1,722,other,other,mono,Gilman et al (2022),2,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,1,0,722,squid,other,mono,Gilman et al (2022),1,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,132,68,722,other,j,mono,Gilman et al (2022),200,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,15,9,722,fish,j,mono,Gilman et al (2022),24,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,0,1,722,squid,j,other,Gilman et al (2022),1,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,50,45,722,squid,j,mono,Gilman et al (2022),95,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,30,11,722,other,other,mono,Gilman et al (2022),41,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,5,0,722,fish,other,mono,Gilman et al (2022),5,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,0,1,722,other,other,mono,Gilman et al (2022),1,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,35,20,722,squid,other,mono,Gilman et al (2022),55,Alopias superciliosus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,0,722,other,c,mono,Gilman et al (2022),4,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,2,722,squid,c,mono,Gilman et al (2022),2,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,10,22,722,other,j,mono,Gilman et al (2022),32,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,2,722,fish,j,mono,Gilman et al (2022),4,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,0,722,other,j,mono,Gilman et al (2022),2,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,2,722,squid,j,mono,Gilman et al (2022),4,Carcharhinus altimus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,3,722,other,c,mono,Gilman et al (2022),3,Carcharhinus acronotus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,1,722,squid,c,mono,Gilman et al (2022),1,Carcharhinus acronotus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,12,5,722,other,c,mono,Gilman et al (2022),17,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,1,722,fish,c,mono,Gilman et al (2022),1,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,2,722,squid,c,mono,Gilman et al (2022),6,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,16,722,other,j,mono,Gilman et al (2022),20,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,5,8,722,fish,j,mono,Gilman et al (2022),13,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,11,19,722,squid,j,mono,Gilman et al (2022),30,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,6,11,722,other,other,mono,Gilman et al (2022),17,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,1,722,fish,other,mono,Gilman et al (2022),1,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,6,5,722,squid,other,mono,Gilman et al (2022),11,Carcharhinus limbatus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,4,0,722,other,c,other,Gilman et al (2022),4,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,15062,1952,722,other,c,mono,Gilman et al (2022),17014,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,15028,3439,722,fish,c,mono,Gilman et al (2022),18467,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,756,100,722,other,c,mono,Gilman et al (2022),856,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,152,17,722,other,c,mono,Gilman et al (2022),169,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,58,2,722,squid,c,other,Gilman et al (2022),60,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,10438,1140,722,squid,c,mono,Gilman et al (2022),11578,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,95,21,722,other,other,mono,Gilman et al (2022),116,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,1,5,722,fish,other,mono,Gilman et al (2022),6,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,3,0,722,other,other,mono,Gilman et al (2022),3,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,157,28,722,squid,other,mono,Gilman et al (2022),185,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,41,2,722,other,j,other,Gilman et al (2022),43,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,2462,366,722,other,j,mono,Gilman et al (2022),2828,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,291,28,722,fish,j,mono,Gilman et al (2022),319,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,63,6,722,other,j,mono,Gilman et al (2022),69,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,36,1,722,other,j,mono,Gilman et al (2022),37,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,2,0,722,squid,j,other,Gilman et al (2022),2,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,7750,1198,722,squid,j,mono,Gilman et al (2022),8948,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,1,0,722,other,other,other,Gilman et al (2022),1,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,3244,669,722,other,other,mono,Gilman et al (2022),3913,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,88,7,722,fish,other,mono,Gilman et al (2022),95,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,64,17,722,other,other,mono,Gilman et al (2022),81,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,165,25,722,other,other,mono,Gilman et al (2022),190,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Prionace,5934,1477,722,squid,other,mono,Gilman et al (2022),7411,Prionace glauca,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,6,0,722,other,c,mono,Gilman et al (2022),6,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,0,722,fish,c,mono,Gilman et al (2022),2,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,0,722,squid,c,mono,Gilman et al (2022),4,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,2,722,other,j,mono,Gilman et al (2022),6,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,2,0,722,fish,j,mono,Gilman et al (2022),2,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,1,722,other,j,mono,Gilman et al (2022),1,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,9,2,722,squid,j,mono,Gilman et al (2022),11,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,1,0,722,fish,other,mono,Gilman et al (2022),1,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,1,0,722,other,other,mono,Gilman et al (2022),1,Carcharhinus leucas,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,0,1,722,fish,c,mono,Gilman et al (2022),1,Carcharhinus perezii,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Carcharhinidae,Carcharhinus,4,1,722,other,other,mono,Gilman et al (2022),5,Carcharhinus perezii,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,55,33,722,other,c,mono,Gilman et al (2022),88,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,46,20,722,fish,c,mono,Gilman et al (2022),66,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,155,51,722,other,c,mono,Gilman et al (2022),206,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,1,1,722,other,c,mono,Gilman et al (2022),2,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,0,1,722,squid,c,other,Gilman et al (2022),1,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,8,14,722,squid,c,mono,Gilman et al (2022),22,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,3,0,722,other,other,mono,Gilman et al (2022),3,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,1,2,722,squid,other,mono,Gilman et al (2022),3,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,17,9,722,other,j,mono,Gilman et al (2022),26,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,25,3,722,fish,j,mono,Gilman et al (2022),28,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,7,1,722,other,j,mono,Gilman et al (2022),8,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,10,5,722,squid,j,mono,Gilman et al (2022),15,Alopias vulpinus,,,,,,,,,
"NMFS. 2021c. U.S. North Atlantic, Gulf of Mexico and Caribbean Pelagic Longline Observer Program Database. Southeast Fisheries Science Center, National Marine Fisheries Service, Miami, Florida, USA.",Alopiidae,Alopias,7,5,722,other,other,mono,Gilman et al (2022),12,Alopias vulpinus,,,,,,,,,
