reference,family,genus,alive,dead,hooks_per_set,bait,hook,leader,source,sample_size,scientific_name,gear_class,estimate_type,estimate,max_size_cm,measure,median_depth,reproductive_mode,group,ac
"Bradai M.N., Saïdi B., Enajjar S., Karaa, S. 2016. Pêcheries aux palangres de fond et de surface dans le Golfe de Gabès : Rapport final. MoU ACCOBAMS N°07/2016/LB6410. Secretariat of the Agreement on the Conservation of Cetaceans of the Black Sea, Mediterranean Sea and Contiguous Atlantic Area, Monaco",Rajidae,Raja,2,0,1213,other,j,mono,Gilman et al (2022),2,Raja clavata,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Lamna,747,355,1089,fish,c,mono,Gilman et al (2022),1102,Lamna nasus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Lamna,1150,760,1149,other,c,mono,Gilman et al (2022),1910,Lamna nasus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Lamna,27,59,868,other,c,mono,Gilman et al (2022),86,Lamna nasus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Lamna,280,82,1125,squid,c,mono,Gilman et al (2022),362,Lamna nasus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Prionace,10408,1225,1112,fish,c,mono,Gilman et al (2022),11633,Prionace glauca,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Prionace,22007,3062,1218,other,c,mono,Gilman et al (2022),25069,Prionace glauca,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Prionace,890,102,1030,other,c,mono,Gilman et al (2022),992,Prionace glauca,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Prionace,12043,1095,1306,squid,c,mono,Gilman et al (2022),13138,Prionace glauca,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Cetorhinidae,Cetorhinus,3,0,576,fish,c,mono,Gilman et al (2022),3,Cetorhinus maximus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Cetorhinidae,Cetorhinus,2,2,1198,other,c,mono,Gilman et al (2022),4,Cetorhinus maximus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Cetorhinidae,Cetorhinus,1,0,800,squid,c,mono,Gilman et al (2022),1,Cetorhinus maximus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Alopiidae,Alopias,12,4,1062,fish,c,mono,Gilman et al (2022),16,Alopias vulpinus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Alopiidae,Alopias,33,14,1164,other,c,mono,Gilman et al (2022),47,Alopias vulpinus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Alopiidae,Alopias,2,1,788,other,c,mono,Gilman et al (2022),3,Alopias vulpinus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Alopiidae,Alopias,16,2,1069,squid,c,mono,Gilman et al (2022),18,Alopias vulpinus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Sphyrnidae,Sphyrna,1,0,1584,squid,c,mono,Gilman et al (2022),1,Sphyrna zygaena,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,759,270,1067,fish,c,mono,Gilman et al (2022),1029,Isurus oxyrinchus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,1094,329,1137,other,c,mono,Gilman et al (2022),1423,Isurus oxyrinchus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,154,70,1079,other,c,mono,Gilman et al (2022),224,Isurus oxyrinchus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,965,321,1216,squid,c,mono,Gilman et al (2022),1286,Isurus oxyrinchus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Carcharhinus,1,0,960,fish,c,mono,Gilman et al (2022),1,Carcharhinus longimanus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Carcharhinidae,Carcharhinus,1,0,900,other,c,mono,Gilman et al (2022),1,Carcharhinus longimanus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Sphyrnidae,Sphyrna,3,3,1010,fish,c,mono,Gilman et al (2022),6,Sphyrna mokarran,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Sphyrnidae,Sphyrna,2,4,942,other,c,mono,Gilman et al (2022),6,Sphyrna mokarran,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Sphyrnidae,Sphyrna,3,0,827,squid,c,mono,Gilman et al (2022),3,Sphyrna mokarran,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,2,0,1016,fish,c,mono,Gilman et al (2022),2,Isurus paucus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,2,1,1106,other,c,mono,Gilman et al (2022),3,Isurus paucus,,,,,,,,,
"DFO. 2021. Canadian Fisheries Observer Program. Unpublished Data for Atlantic Canadian Pelagic Longline Fisheries, 2001 to 2020. Department of Fisheries and Oceans Canada, St. Andrews, New Brunswick.",Lamnidae,Isurus,4,4,1525,squid,c,mono,Gilman et al (2022),8,Isurus paucus,,,,,,,,,
"Musyl, M., Phillips, E. 2021. Efficacy of Weak Hooks in the Hawaii-based Commercial Deep-set Longline Fishery. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Alopiidae,Alopias,86,5,2822,fish,c,mono,Gilman et al (2022),91,Alopias superciliosus,,,,,,,,,
"Musyl, M., Phillips, E. 2021. Efficacy of Weak Hooks in the Hawaii-based Commercial Deep-set Longline Fishery. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Prionace,991,10,2822,fish,c,mono,Gilman et al (2022),1001,Prionace glauca,,,,,,,,,
"Musyl, M., Phillips, E. 2021. Efficacy of Weak Hooks in the Hawaii-based Commercial Deep-set Longline Fishery. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Lamnidae,Isurus,25,4,2822,fish,c,mono,Gilman et al (2022),29,Isurus oxyrinchus,,,,,,,,,
"Musyl, M., Phillips, E. 2021. Efficacy of Weak Hooks in the Hawaii-based Commercial Deep-set Longline Fishery. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Somniosidae,Scymnodon,14,1,2822,fish,c,mono,Gilman et al (2022),15,Scymnodon ichiharai,,,,,,,,,
"Huang, H., Swimmer, Y., Bigelow, K., Gutierrez, A., Foster, D. 2013. Circle hook effectiveness for catch of target species and incidental catch of sea turtles on a Taiwanese longline fishing vessel in the tropical Atlantic Ocean. ICCAT Document SCRS/2013/128. International Commission for the Conservation of Atlantic Tunas, Madrid.",Carcharhinidae,Prionace,414,195,3500,fish,c,mono,Gilman et al (2022),609,Prionace glauca,,,,,,,,,
"Huang, H., Swimmer, Y., Bigelow, K., Gutierrez, A., Foster, D. 2013. Circle hook effectiveness for catch of target species and incidental catch of sea turtles on a Taiwanese longline fishing vessel in the tropical Atlantic Ocean. ICCAT Document SCRS/2013/128. International Commission for the Conservation of Atlantic Tunas, Madrid.",Carcharhinidae,Prionace,389,175,3500,fish,j,mono,Gilman et al (2022),564,Prionace glauca,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Carcharhinus,806,386,2879,fish,c,other,Gilman et al (2022),1192,Carcharhinus longimanus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Carcharhinus,2133,1195,2879,fish,c,other,Gilman et al (2022),3328,Carcharhinus falciformis,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Prionace,6476,403,2879,fish,c,other,Gilman et al (2022),6879,Prionace glauca,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Alopiidae,Alopias,331,79,2879,fish,c,other,Gilman et al (2022),410,Alopias superciliosus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Alopiidae,Alopias,1,0,2879,fish,c,other,Gilman et al (2022),1,Alopias vulpinus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Alopiidae,Alopias,3,4,2879,fish,c,other,Gilman et al (2022),7,Alopias pelagicus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Sphyrnidae,Sphyrna,8,4,2879,fish,c,other,Gilman et al (2022),12,Sphyrna lewini,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Sphyrnidae,Sphyrna,3,3,2879,fish,c,other,Gilman et al (2022),6,Sphyrna zygaena,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Lamnidae,Isurus,471,355,2879,fish,c,other,Gilman et al (2022),826,Isurus oxyrinchus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Lamnidae,Isurus,46,13,2879,fish,c,other,Gilman et al (2022),59,Isurus paucus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Carcharhinus,2,0,2879,fish,c,other,Gilman et al (2022),2,Carcharhinus plumbeus,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Carcharhinus,17,1,2879,fish,c,other,Gilman et al (2022),18,Carcharhinus galapagensis,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Carcharhinidae,Carcharhinus,1,0,2879,fish,c,other,Gilman et al (2022),1,Carcharhinus amblyrhynchos,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Somniosidae,Scymnodon,11,7,2879,fish,c,other,Gilman et al (2022),18,Scymnodon ichiharai,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Dalatiidae,Isistius,1,0,2879,fish,c,other,Gilman et al (2022),1,Isistius brasiliensis,,,,,,,,,
"NMFS. 2021a. American Samoa Pelagic Longline Observer Program Database. Pacific Islands Regional Office, National Marine Fisheries Service, Honolulu.",Pseudocarchariidae,Pseudocarcharias,20,2,2879,fish,c,other,Gilman et al (2022),22,Pseudocarcharias kamoharai,,,,,,,,,
