scientific_name,msy_multiple_fishing,fishing_mort_bau,fishing_mort_rb,percent_mort_diff,mort_scenario,simulation_avm,simulation_prm,n_div_k,pred_avm_25,pred_avm_mean,pred_avm_75,pred_prm_25,pred_prm_mean,pred_prm_75
Squatina albipunctata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Low Mortality,0.012,0.0547513572204126,0.9669574903062412,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina albipunctata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,Median Mortality,0.33,0.0547513572204126,0.8167461984699615,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina albipunctata,1,0.02244601762971343,0.00823058227051689,63.33165906623245,High Mortality,0.43373493975903615,0.5,0.6422434404528059,0.012,0.33,0.43373493975903615,0.157,0.0547513572204126,0.5
Squatina argentina,1,0.0502932995,0.00797004737106633,84.1528643968441,Full Retention,1,1,0.5000083582650031,0.012,0.11429628205128206,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.33
Squatina argentina,1,0.0502932995,0.00797004737106633,84.1528643968441,Low Mortality,0.012,0.04025641025641025,0.9741133333641088,0.012,0.11429628205128206,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.33
Squatina argentina,1,0.0502932995,0.00797004737106633,84.1528643968441,Median Mortality,0.11429628205128206,0.04987567861020629,0.9207643222724792,0.012,0.11429628205128206,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.33
Squatina argentina,1,0.0502932995,0.00797004737106633,84.1528643968441,High Mortality,0.39638068181818176,0.33,0.7022125666205394,0.012,0.11429628205128206,0.39638068181818176,0.04025641025641025,0.04987567861020629,0.33
Squatina armata,1,0.00582737002047098,7.442815168661809e-4,87.22783152173977,Full Retention,1,1,0.5922680776370277,0.012,0.08661956521739131,0.39638068181818176,0.04025641025641025,0.045,0.5
Squatina armata,1,0.00582737002047098,7.442815168661809e-4,87.22783152173977,Low Mortality,0.012,0.04025641025641025,0.9767190929229108,0.012,0.08661956521739131,0.39638068181818176,0.04025641025641025,0.045,0.5
Squatina armata,1,0.00582737002047098,7.442815168661809e-4,87.22783152173977,Median Mortality,0.08661956521739131,0.045,0.9429204805049174,0.012,0.08661956521739131,0.39638068181818176,0.04025641025641025,0.045,0.5
Squatina armata,1,0.00582737002047098,7.442815168661809e-4,87.22783152173977,High Mortality,0.39638068181818176,0.5,0.7048228231182125,0.012,0.08661956521739131,0.39638068181818176,0.04025641025641025,0.045,0.5
Squatina australis,1,0.04449050867935572,0.020268913647064294,54.44216249999996,Full Retention,1,1,0.5000282202735985,0.012,0.429925,0.39638068181818176,0.157,0.045,0.75
Squatina australis,1,0.04449050867935572,0.020268913647064294,54.44216249999996,Low Mortality,0.012,0.045,0.9717700004178528,0.012,0.429925,0.39638068181818176,0.157,0.045,0.75
