ac,eo,species
4.0841,0.98008,Amphimonhystera anechma
3.4514,0.6835,Anomonema deconincki
3.5087,0.50875,Anoplostoma campbelli
5.3623,0.72639,Anoplostoma viviparum
6.1266,0.68189,Anticoma acuminata
2.1629,1.1175,Anticoma campbelli
1,1.2167,Anticoma columba
4.6821,0.063958,Anticoma subsimilis
1.1633,1.9721,Anticoma trichura
5.5951,0.56998,Antomicron elegans
5.3161,0.71831,Aponema torosum
5.2771,-0.0028409,Araeolaimus elegans
5.8342,0.36733,Ascolaimus elongatus
5.0926,0.88746,Axonolaimus helgolandicus
4.3104,0.98643,Axonolaimus orcombensis
6.005,0.67694,Axonolaimus spinosus
5.0675,0.25665,Bathylaimus australis
5.3649,0.62903,Bathylaimus capacosus
5.3115,0.024324,Bathylaimus parafilicaudatus
4.5452,0.72737,Bathylaimus tenuicaudatus
3.3531,1.1346,Belbolla gallanachmorae
5.6297,0.72333,Bolbolaimus teutonicus
5.5799,0.71908,Calyptronema maxweberi
4.8521,1.6037,Campylaimus inaequalis
4.7768,0.8888,Campylaimus lefeverei
5.4338,0.14027,Ceramonema yunfengi
4.848,1.6161,Cervonema tenuicaudatum
5.2513,0.080337,Chaetonema riemanni
4.0657,1.1224,Choniolaimus papillatus
5.5356,0.46023,Chromadora macrolaima
6.012,0.70839,Chromadora nudicapitata
4.9452,0.77793,Chromadorella filiformis
4.8136,0.81518,Chromadorella problematica
5.3961,0.056848,Chromadorella salicaniensis
5.4529,0.59963,Chromadorita nana
4.3534,0.93091,Chromaspirina multipapillata
4.7362,0.83561,Chromaspirina pellita
4.9105,0.93137,Cobbia trefusiaeformis
5.0049,0.36048,Comesa cuanensis
4.8369,0.20434,Comesa vitia
5.0803,0.2858,Comesa warwicki
1.738,1.6875,Croconema stateni
5.5688,0.48388,Cyartonema elegans
6.2702,0.34233,Cyartonema zosterae
5.0902,0.11666,Cyatholaimus gracilis
5.2309,0.38852,Dagda bipapillata
4.7762,0.040673,Daptonema acanthospiculum
5.1018,0.36666,Daptonema fallax
4.9813,0.28515,Daptonema fistulatum
4.2289,0.69153,Daptonema flagellicauda
4.9732,0.32765,Daptonema furcatum
5.3069,0.20832,Daptonema hirsutum
5.1685,-0.00085083,Daptonema kornoeense
6.5488,0.94428,Daptonema longicaudatum
5.3796,0.40627,Daptonema mirabilis
3.8224,0.97729,Daptonema nanum
5.5647,0.25788,Daptonema normandicum
5.206,0.52572,Daptonema oxycerca
4.4428,0.67654,Daptonema proprium
6.0362,0.75779,Daptonema setosum
3.9092,1.1551,Daptonema stylosum
5.2402,0.085109,Daptonema svalbardense
6.1148,0.66729,Daptonema tenuispiculum
5.1231,-0.0078786,Daptonema trichinus
5.1932,0.032035,Daptonema xyaliforme
5.4819,0.60374,Dasynemella riemanni
5.3532,0.36062,Deontolaimus longicauda
5.9916,0.64751,Deontolaimus tardus
1.4552,1.266,Deontostoma antarcticum
5.8541,-0.058208,Deontostoma arcticum
3.8866,0.24666,Deontostoma aucklandiae
1.4457,0.8097,Deontostoma demani
6.129,0.68863,Desmodora pontica
3.0436,0.88288,Desmodora scaldensis
1.4624,1.9997,Desmodorella balteata
5.0736,0.90879,Desmodorella schulzi
7.262,0.067545,Desmodorella tenuispiculum
5.5791,0.72332,Desmolaimus brasiliensis
5.756,0.51212,Desmolaimus zeelandicus
7.1497,0.21272,Desmoscolex americanus
3.4835,1.0245,Desmoscolex falcatus
5.2655,0.076389,Dichromadora cephalata
5.1966,0.83798,Dichromadora cucullata
5.1803,0.10187,Dichromadora geophila
5.3118,0.017806,Dichromadora hyalocheile
1.3384,1.9843,Dichromadora polaris
4.7425,0.6863,Diplolaimella stagnosa
5.9581,0.6784,Diplopeltoides asetosus
4.8931,0.4544,Dolicholaimus marioni
4.6997,0.66022,Dorylaimopsis punctata
5.3018,-0.03134,Dracognomus tinae
4.8377,0.15521,Draconema cephalatum
4.3158,0.74236,Echinotheristus teutonicus
5.37,-0.010383,Eleutherolaimus amasi
5.3976,0.6352,Eleutherolaimus stenosoma
2.8743,1.3316,Enoploides labiatus
5.2212,0.82993,Enoploides spiculohamatus
4.1084,1.0202,Enoplolaimus conicollis
5.5829,0.6263,Enoplolaimus propinquus
5.117,0.10627,Enoplus communis
1.8526,1.5358,Enoplus michaelseni
4.3859,0.62818,Epacanthion gorgonocephalum
5.2484,-0.011706,Epsilonema pustulatum
5.1455,0.067196,Euchromadora vulgaris
3.1031,0.38985,Eurystomina fenestella
2.8743,1.3316,Eurystomina ornata
5.3453,0.3586,Gammanema conicauda
4.0033,0.81559,Gammanema rapax
4.4421,0.6806,Gonionchus cumbraensis
4.1039,0.68711,Gonionchus longicaudatus
5.3519,0.059288,Gonionchus villosus
4.642,0.15686,Graphonema amokurae
5.299,0.6093,Halalaimus capitulatus
6.642,0.13737,Halalaimus filum
6.288,0.43955,Halalaimus gracilis
4.7193,0.614,Halalaimus isaitshikovi
6.1918,0.47963,Halalaimus longicaudatus
6.1547,0.02905,Halalaimus meyersi
4.8461,0.2893,Halichoanolaimus dolichurus
1.3296,1.8412,Halichoanolaimus minor
3.1132,0.84789,Halichoanolaimus ovalis
5.5799,0.71908,Halichoanolaimus robustus
5.3377,0.10665,Halomonhystera disjuncta
5.2007,0.069145,Hypodontolaimus balticus
5.3856,0.057075,Hypodontolaimus inaequalis
5.3291,0.34037,Innocuonema tentabunda
4.0043,1.1328,Ixonema sordidum
5.4189,0.65963,Karkinochromadora lorenzeni
2.703,1.2411,Laimella filipjevi
5.2102,0.84561,Laimella longicauda
5.3299,0.071654,Latronema orcinum
4.3408,0.7351,Leptolaimus ampullaceus
6.1148,0.66729,Leptolaimus elegans
4.8888,0.33794,Leptolaimus limicolus
5.0652,0.87681,Leptonemella aphanothecae
1.0265,1.9989,Leptosomatides arcticus
5.0983,0.11551,Leptosomatum gracile
1.0227,1.8976,Leptosomatum sabangense
5.5042,0.77219,Linhomoeus elongatus
5.2521,1.1183,Litinium bananum
4.848,1.6161,Longicyatholaimus cervoides
1.3544,1.9953,Longicyatholaimus filicaudatus
5.3083,0.32461,Manunema annulatum
5.5416,0.78327,Marylynnia complexa
5.2956,0.042585,Mesacanthion hirsutum
5.7706,-0.016606,Mesacanthion virile
2.9332,1.2841,Metachromadora quadribulba
10.389,0.77443,Metacyatholaimus spatiosus
5.2577,0.049167,Metadesmolaimus aduncus
5.5927,0.28636,Metadesmolaimus gelana
5.7726,0.6719,Metadesmolaimus pandus
5.4374,0.22885,Metadesmolaimus varians
5.8428,1.0507,Metalinhomoeus effilatus
4.6005,0.77957,Metalinhomoeus longiseta
4.5585,0.50536,Microlaimus acanthus
5.5799,0.71908,Microlaimus acinaces
5.6056,0.073808,Microlaimus annelisae
4.9845,0.50166,Microlaimus conothelis
5.3629,0.043828,Microlaimus honestus
5.5799,0.71908,Microlaimus marinus
5.3968,0.54798,Microlaimus monstrosus
5.177,0.019295,Microlaimus ostracion
4.4654,0.68647,Microlaimus parahonestus
5.0793,0.20469,Microlaimus zosterae
2.7461,1.4621,Molgolaimus allgeni
4.3048,0.79833,Molgolaimus cuanensis
1.5008,1.9981,Molgolaimus gigaslongicus
1.1981,1.9818,Molgolaimus liberalis
5.6898,0.72886,Molgolaimus turgofrons
7.9923,0.52372,Monhystrella microphthalma
6.2764,0.62537,Monoposthia costata
5.3817,0.047997,Monoposthia mirabilis
4.1739,0.86141,Neochromadora angelica
4.2627,0.79258,Neochromadora munita
5.3267,0.35952,Neochromadora poecilosoma
4.3886,0.90009,Neotonchus boucheri
7.4608,0.37976,Neotonchus corcundus
4.3228,0.97061,Neotonchus meeki
5.1553,0.25882,Odontophora armata
5.1398,0.4373,Odontophora exharena
5.9075,0.64748,Odontophora longisetosa
4.7793,0.6818,Odontophora phalarata
5.3519,0.2911,Odontophora rectangula
5.3434,0.10848,Odontophora villoti
4.3431,0.95157,Oncholaimellus calvadosicus
5.1217,0.029273,Oncholaimus dujardinii
4.9564,0.0283,Oncholaimus oxyuris
5.4339,0.65686,Oncholaimus scanicus
5.2475,0.048041,Oxyonchus dentatus
5.4954,0.71101,Oxystomina asetosa
6.0062,0.72021,Oxystomina elongata
5.5283,-0.022122,Oxystomina oxycaudata
4.848,1.6161,Oxystomina pulchella
5.246,0.28811,Paracanthonchus caecus
4.6547,0.75459,Paracanthonchus longicaudatus
4.3838,0.09305,Paracanthonchus paralongus
3.9707,0.93493,Paracanthonchus platti
5.5622,0.22767,Paracanthonchus thaumasius
4.2922,0.86879,Paracyatholaimoides asymmetricus
4.1627,0.89848,Paracyatholaimus occultus
5.125,0.62795,Paracyatholaimus pentodon
5.0599,0.86578,Paralinhomoeus conicaudatus
5.2571,0.654,Paralinhomoeus lepturus
4.9856,0.50139,Paralinhomoeus tenuicaudatus
5.3632,-0.032271,Paralongicyatholaimus macramphis
4.8266,0.55281,Paralongicyatholaimus minutus
4.2891,0.19219,Paramesacanthion oxycephalum
4.2029,1.0367,Paramesonchium belgicum
4.1915,0.65602,Paramonohystera megacephala
5.2401,0.053667,Paramonohystera riemanni
3.0039,0.33058,Paranticoma antarctica
4.6412,0.74716,Parasphaerolaimus islandicus
3.6063,1.1749,Parasphaerolaimus paradoxus
5.0983,0.11551,Pelagonema obtusicauda
4.2728,0.87902,Perepsilonema crassum
3.3689,0.42269,Phanoderma campbelli
1.647,1.8168,Phanoderma paracampbelli
4.0848,1.015,Pomponema debile
5.3012,0.103,Pomponema elegans
5.2096,0.82536,Pomponema multipapillatum
5.2214,0.82526,Pomponema sedecima
4.0337,0.88619,Pomponema tautraense
4.3476,0.11345,Pontonema cobbi
4.6024,0.085498,Pontonema serratodentatum
3.9783,0.9309,Prochromadorella attenuata
6.0893,0.6723,Prochromadorella ditlevseni
5.1772,0.064733,Prochromadorella paramucrodonta
5.4162,0.63362,Prochromadorella septempapillata
5.2121,0.39505,Promonhystera albigensis
9.0376,0.58607,Pselionema annulatum
5.3575,-0.079748,Pselionema longissimum
4.1762,0.54022,Pseudocella trichodes
5.2018,0.011355,Pseudonchus deconincki
160.33,1.2604,Pterygonema longiseta
6.0263,0.83526,Quadricoma scanica
5.1437,0.56732,Rhabdodemania major
5.1828,0.51599,Rhabdodemania minor
5.5081,0.15348,Rhadinema flexile
5.3059,-0.067091,Rhips ornata
4.3102,1.0042,Rhips paraornata
5.2753,0.043103,Rhynchonema ceramotos
4.1118,1.0452,Rhynchonema lyngei
3.4199,1.1738,Rhynchonema megamphidum
5.0906,-0.11003,Rhynchonema quemer
4.1739,0.86141,Rhynchonema scutatum
4.4304,0.68119,Richtersia deconincki
4.7988,0.33482,Sabatieria celtica
5.4763,0.79921,Sabatieria elongata
4.1348,0.23753,Sabatieria mortenseni
5.0609,0.29123,Sabatieria ornata
5.1038,0.38215,Sabatieria praedatrix
6.6447,0.68043,Sabatieria punctata
8.212,0.75034,Sabatieria triplex
7.6706,0.56391,Setosabatieria hilarula
5.1689,0.007861,Setostephanolaimus bicoronatus
5.4274,0.083635,Setostephanolaimus flevensis
5.2647,-0.050575,Setostephanolaimus gandavensis
5.1944,0.10967,Setostephanolaimus longispiculum
5.2207,0.1473,Setostephanolaimus spartinae
4.7193,0.66405,Sigmophoranema rufum
4.2863,1.0437,Siphonolaimus ewensis
5.6492,0.69259,Sphaerolaimus balticus
5.9292,0.36868,Sphaerolaimus gracilis
5.6173,0.63423,Sphaerolaimus macrocirculus
2.5737,1.4343,Sphaerolaimus pacificus
4.1381,0.30661,Spiliphera gracilicauda
4.7752,0.82102,Spilophorella candida
5.6522,0.18935,Spirinia laevis
5.5791,0.71907,Spirinia parasitifera
3.9707,0.93493,Spirinia schneideri
4.0737,0.60178,Steineria pilosa
4.9507,0.64437,Stephanolaimus elegans
5.1179,0.080557,Symplocostoma tenuicolle
5.4126,0.60226,Synonchiella riemanni
5.2798,0.22896,Tarvaia angusta
6.5163,-0.0049884,Terschellingia longicaudata
5.321,0.71242,Thalassoalaimus tardus
5.6843,0.53185,Thalassomonhystera parva
4.7385,0.83374,Thalassomonhystera venusta
5.0389,0.21641,Theristus acer
5.4015,0.020162,Theristus bastiani
5.3476,0.11792,Theristus denticulatus
5.4922,0.76018,Theristus flevensis
5.5097,0.21418,Theristus heterospiculoides
5.3369,0.31682,Theristus interstitialis
4.3963,0.8764,Theristus longus
5.4715,0.20327,Theristus pertenuis
5.1993,0.029566,Theristus roscoffiensis
3.9061,0.20651,Thoracostoma angustifissulatum
3.8074,0.20431,Thoracostoma anocellatum
5.1883,0.26893,Thoracostoma coronatum
1.3799,1.9985,Thoracostoma setosum
4.2879,0.55007,Trefusia longicauda
5.3982,0.1852,Trichromadora longicaudata
5.3435,0.17371,Tripyloides gracilis
5.5927,0.65855,Tripyloides marinus
3.4805,0.13434,Trophomera diploptera
190.94,-0.21829,Trophomera rotundicauda
5.4911,0.096831,Tubolaimoides tenuicaudatus
5.2068,0.52766,Valvaelaimus maior
5.4979,0.74188,Viscosia abyssorum
2.9286,0.65979,Viscosia antarctica
5.0905,-0.1078,Viscosia coomansi
5.3094,0.32415,Viscosia elegans
5.3395,0.070482,Viscosia franzii
5.6334,0.727,Viscosia glabra
5.1493,0.41389,Viscosia langrunensis
5.27,0.030214,Viscosia macramphida
5.6013,0.13534,Viscosia separabilis
6.1684,0.34627,Viscosia viscosa
5.6056,0.073808,Xyala imparis
6.9297,0.14468,Xyala striata
1.1332,1.2876,Zalonema kamchatkaensis
12.173,0.4458,Aaptos aaptos
5.5894,0.062307,Aaptos bergmanni
5.6338,0.10445,Aaptos globosa
6.6592,0.16651,Aaptos pernucleata
398.12,0.57661,Abyssocladia flagrum
5.2845,0.10593,Acanthella acuta
9.6998,0.27435,Acanthella cavernosa
10.12,0.31966,Acanthella costata
8.4401,0.31825,Acanthella cubensis
5.1505,-0.011028,Acanthella dendyi
8.0532,0.27707,Acanthella mastophora
10.535,0.32659,Acanthella pulcherrima
1.3952,2,Acanthorhabdus fragilis
4.9834,0.011218,Acarnus innominatus
15.569,0.57629,Acarnus ternatus
NaN,NaN,Achramorpha truncata
5.7756,0.14691,Aciculites pulchra
6.1733,0.2438,Aciculites sulcus
6.9062,0.14989,Agelas axifera
6.7165,0.1487,Agelas cervicornis
1.4035,-1.7863,Agelas citrina
9.089,0.34422,Agelas clathrodes
7.0167,0.17117,Agelas conifera
9.7629,0.71152,Agelas dendromorpha
1.3162,-1.8321,Agelas dilatata
7.7202,0.24753,Agelas dispar
13.473,0.50324,Agelas mauritiana
4.9948,-6.93E-05,Agelas oroides
6.3531,0.1294,Agelas schmidtii
7.7252,0.24966,Agelas sventres
1.0834,-1.93,Agelas tubulata
9.5278,0.3434,Aiolochroia crassa
5.2453,0.20576,Amphilectus fucorum
4.9322,0.11587,Amphilectus rugosus
6.6046,0.13864,Amphimedon aculeata
11.383,0.45145,Amphimedon caribica
4.9798,0.010807,Amphimedon complanata
2.6066,-1.5556,Amphimedon compressa
18.854,0.6726,Amphinomia sulphurea
7.0766,0.13703,Anoxycalyx (Scolymastra) joubini
1.0042,1.9009,Antarctotetilla sagitta
4.3546,0.60597,Antho (Antho) dichotoma
5.2693,0.049624,Antho (Antho) involvens
17.496,0.54789,Aphrocallistes beatrix
5.2386,-0.061322,Aphroceras ensata
5.2036,0.025052,Aplysilla rosea
5.1727,-0.0019844,Aplysilla sulfurea
4.9759,-0.014477,Aplysina aerophoba
8.1898,0.26612,Aplysina bathyphila
6.3472,0.12828,Aplysina cauliformis
6.976,0.078568,Aplysina fistularis
6.2271,0.1114,Aplysina fulva
6.9479,0.18285,Aplysina insularis
0.99482,0.9502,Aplysina minima
5.8002,0.063338,Aplysinella rhax
1.0652,1.5683,Artemisina apollinis
1.0336,1.815,Artemisina plumosa
13.272,-0.20551,Artemisina tubulosa
1.012,1.2124,Asbestopluma (Asbestopluma) belgicae
1.3556,1.9809,Asbestopluma (Asbestopluma) biserialis
731.36,-0.054599,Asbestopluma (Asbestopluma) monticola
5.8792,0.12726,Ascaltis reticulum
5.7704,0.097444,Asteropus simplex
13.222,0.49592,Astrosclera willeyana
2.1593,1.3057,Astrotylus astrotylus
9.6456,0.38395,Auletta sycinularia
6.7603,0.13653,Auletta tuberosa
6.2077,0.11827,Aulospongus similiaustralis
5.7363,0.29963,Awhiowhio osheai
2.4319,0.59144,Axinella antarctica
11.23,0.36201,Axinella aruensis
NaN,NaN,Axinella blanca
6.54,0.14324,Axinella corrugata
5.4534,0.13223,Axinella crinita
5.26,0.10188,Axinella damicornis
1.5586,-2,Axinella dissimilis
4.2527,-0.14613,Axinella donnani
5.1878,0.85481,Axinella infundibuliformis
3.199,-0.81236,Axinella polycapella
5.3924,0.11002,Axinella polypoides
5.1937,0.031257,Axinella pomponiae
4.7752,0.33324,Axinella rugosa
11.055,0.45219,Axinella shoemakeri
5.1483,0.0011302,Axinella waltonsmithi
6.7819,0.13752,Axinyssa bergquistae
6.4929,0.10989,Axos flabelliformis
6.1231,0.061845,Bathydorus laniger
1.3188,1.8505,Biemna chilensis
6.0317,0.3091,Biemna flabellata
4.8206,0.20846,Biemna variantia
6.0199,0.095378,Bubaris vermiculata
5.5165,0.065051,Cacospongia mollior
6.2506,0.11156,Callyspongia (Callyspongia) fallax
5.8099,0.091255,Callyspongia (Callyspongia) nuda
5.2513,0.039076,Callyspongia (Callyspongia) serpentina
5.7144,0.067634,Callyspongia (Cavochalina) bilamellata
9.118,0.28018,Callyspongia (Cladochalina) aculeata
6.0295,0.097792,Callyspongia (Cladochalina) armigera
13.091,0.50212,Callyspongia (Cladochalina) fibrosa
5.2686,0.068386,Callyspongia (Cladochalina) pergamentacea
6.5317,0.12936,Callyspongia (Cladochalina) plicifera
9.2973,0.34358,Callyspongia (Cladochalina) tenerrima
4.9755,0.011455,Callyspongia (Toxochalina) robusta
10.037,0.34973,Callyspongia (Toxochalina) schulzei
4.8777,-0.013083,Callyspongia carens
5.5006,0.83381,Callyspongia fusifera
5.5,0.12891,Callyspongia latituba
5.2262,0.065144,Callyspongia stellata
1.0069,1.1457,Calyx arcuarius
4.284,0.13297,Calyx kerguelensis
4.9874,0.0556,Calyx nicaeensis
8.8603,0.29659,Candidaspongia flabellata
7.4394,0.19893,Carteriospongia contorta
2.4567,1.523,Caulophacus (Caulodiscus) lotifolium
5.2944,-0.065513,Caulophacus (Caulophacus) arcticus
5.0448,0.33623,Caulophacus (Caulophacus) latus
10.307,0.43713,Caulophacus (Caulophacus) schulzei
5.7063,0.032156,Caulospongia amplexa
5.1747,0.014197,Caulospongia biflabellata
2.0228,-1.8471,Caulospongia plicata
5.929,0.097316,Ceratopsion clavatum
5.9171,0.11579,Ceratopsion cuneiforme
4.8734,-0.051657,Chalinula loosanoffi
3.6399,-0.23758,Chalinula molitba
4.9687,0.0049547,Chelonaplysilla violacea
11.354,0.4088,Chondrilla australiensis
7.5132,0.21638,Chondrilla caribensis
5.768,0.067823,Chondrilla nucula
1.0004,1.2308,Chondrocladia (Chondrocladia) clavata
1.4699,1.9745,Chondrocladia (Chondrocladia) grandis
5.0876,-0.0024561,Chondropsis chaliniformis
5.5425,0.069908,Chondropsis kirkii
7.7623,0.2445,Chondrosia chucalla
7.4453,0.21728,Chondrosia reniformis
1.5334,0.9153,Chonelasma choanoides
1.59,1.7293,Chonelasma hamatum
4.6651,0.50296,Chonelasma lamella
1.0629,1.0521,Cinachyra antarctica
1,1.2486,Cinachyra barbata
7.6382,0.19377,Cinachyrella alloclada
6.8433,0.15092,Cinachyrella apion
6.2523,-0.31117,Cinachyrella arenosa
10.928,0.32253,Cinachyrella australiensis
6.3951,0.097573,Cinachyrella enigmatica
6.997,0.15482,Cinachyrella kuekenthali
11.094,0.44734,Ciocalypta gibbsi
5.8708,0.0032425,Ciocalypta penicillus
5.5872,0.086474,Ciocalypta polymastia
28.338,0.87357,Ciocalypta tyleri
6.4951,0.11003,Ciocalypta vansoesti
NaN,NaN,Cladocroce gaussiana
6.5062,0.18759,Cladocroce incurvata
1,1.1908,Clathria (Axosuberites) flabellata
1.3842,1.0875,Clathria (Axosuberites) georgiaensis
1.0195,1.2817,Clathria (Axosuberites) nidificata
149.01,1.6609,Clathria (Clathria) basilana
4.8615,-0.042661,Clathria (Clathria) burtoni
5.9948,0.10396,Clathria (Clathria) conectens
5.7674,-0.021178,Clathria (Clathria) discreta
5.6974,0.052153,Clathria (Clathria) inanchorata
5.957,0.10951,Clathria (Clathria) kylista
5.3827,-0.011277,Clathria (Clathria) lipochela
1.914,-1.6244,Clathria (Clathria) obliqua
5.0903,0.13625,Clathria (Clathria) papillosa
4.7941,0.14735,Clathria (Clathria) paucispicula
3.5981,0.75554,Clathria (Clathria) pauper
5.4118,0.032076,Clathria (Clathria) prolifera
6.0912,0.18355,Clathria (Clathria) terraenovae
2.6074,0.5236,Clathria (Clathria) toxipraedita
6.6698,0.1863,Clathria (Clathria) vasiformis
6.6815,0.1243,Clathria (Isociella) eccentrica
6.2599,0.11627,Clathria (Microciona) aceratoobtusa
4.5941,0.44191,Clathria (Microciona) antarctica
5.7985,0.47541,Clathria (Microciona) armata
5.8206,0.092352,Clathria (Microciona) echinata
4.4087,0.55204,Clathria (Thalysias) amabilis
5.7125,-0.11757,Clathria (Thalysias) cactiformis
27.755,0.83554,Clathria (Thalysias) cervicornis
8.0616,0.25576,Clathria (Thalysias) curacaoensis
7.6196,0.21825,Clathria (Thalysias) erecta
1.7996,-1.674,Clathria (Thalysias) fusterna
6.3024,0.11565,Clathria (Thalysias) hirsuta
6.7364,0.1737,Clathria (Thalysias) juniperina
5.1265,0.057194,Clathria (Thalysias) membranacea
4.846,0.053188,Clathria (Thalysias) originalis
11.116,0.42047,Clathria (Thalysias) procera
7.0829,0.18491,Clathria (Thalysias) venosa
6.1545,0.089102,Clathria (Thalysias) virgultosa
9.3791,0.28439,Clathria (Thalysias) vulpina
5.3812,0.084382,Clathria (Wilsonella) rugosa
6.1841,0.74491,Clathrina cancellata
5.1777,-0.020091,Clathrina coriacea
5.1201,0.49467,Clathrina lacunosa
5.3959,0.46685,Clathrina primordialis
9.6783,0.36125,Claviscopulia facunda
5.7942,0.086586,Cliona arenosa
1.5905,-1.8403,Cliona caribbaea
8.4256,-0.04623,Cliona celata
6.0424,0.24702,Cliona chilensis
6.9668,0.16475,Cliona delitrix
6.3065,0.11999,Cliona mucronata
5.6569,-0.016043,Cliona orientalis
6.8403,0.14405,Cliona patera
6.3735,0.14712,Cliona schmidtii
3.0114,-1.3096,Cliona varians
4.9751,-0.0037813,Cliona viridis
4.7441,0.30056,Coelosphaera (Coelosphaera) globosa
6.3979,0.18598,Corallistes undulatus
NaN,NaN,Cornulum clathriata
5.2072,0.024985,Corticium candelabrum
2.9767,-0.36335,Coscinoderma mathewsi
4.7497,-0.030068,Crambe crambe
5.1297,0.3129,Craniella arb
5.4304,0.05877,Craniella cranium
6.4171,0.10268,Craniella neocaledonica
12.534,0.56364,Craniella sigmoancoratum
1.0103,1.7469,Craniella spinosa
398.12,0.57661,Craniella sputnika
3.7723,0.75811,Craniella villosa
5.2498,0.097973,Craniella zetlandica
1.4546,2,Crateromorpha (Aulochone) cylindrica
1.8573,0.67103,Crella (Crella) tubifex
1,1.4172,Crella (Pytheas) crassa
6.8698,0.142,Crella (Yvesia) spinulata
5.2976,0.061581,Crella incrustans
6.0586,0.089122,Cymbastela concentrica
5.5497,0.004256,Cymbastela lamellata
6.4945,0.11002,Cymbastela stipitata
9.4484,0.29369,Cyrtaulon sigsbeei
6.5421,0.24525,Dactylia varia
6.0943,-0.023577,Darwinella gardineri
4.9883,0.10511,Dasychalina validissima
1.3563,1.1246,Dendrilla antarctica
5.1004,-0.025173,Dendrilla cactos
2.0651,1.2131,Dendrilla membranosa
5.2085,0.018965,Dendrilla rosea
4.9732,0.0028972,Dendya clathrata
4.9507,-0.51167,Dermatreton scotti
2.1418,-1.9966,Desmacella annexa
5.8654,0.22041,Desmacidon mamillatum
36.49,1.0625,Diacarnus levii
4.5733,-0.065014,Diacarnus spinipoculum
5.5784,0.074215,Dictyodendrilla dendyi
5.8924,0.10881,Dictyonella hirta
5.566,-0.58844,Diplastrella bistellata
10.537,0.47857,Discodermia polydiscus
6.4331,0.13427,Discodermia proliferans
39.313,1.0214,Disyringa dissimilis
5.8467,0.063996,Dragmacidon australe
5.4069,0.3995,Dragmacidon egregium
5.0756,-0.013433,Dragmacidon grayi
5.3955,0.027887,Dragmacidon reticulatum
11.152,0.41125,Dysidea arenaria
9.8584,0.35457,Dysidea avara
5.1939,0.816,Dysidea chilensis
5.2193,0.015095,Dysidea fragilis
