ac,eo,species
12.81,0.51862,Donax denticulatus
2.021,-1.654,Donax gemmula
5.2228,0.051116,Donax hanleyanus
7.6574,0.19568,Donax scortum
9.8966,0.36265,Donax striatus
5.5951,0.15128,Donax trunculus
3.919,-0.19068,Donax variabilis
5.2407,0.045973,Donax variegatus
6.2144,0.37983,Donax vittatus
1.4657,-1.891,Dondice occidentalis
6.4187,0.1281,Doriopsilla miniata
4.8235,-0.041698,Doriprismatica atromarginata
5.0435,0.019343,Doris cameroni
5.2956,0.046413,Doris chrysoderma
1.8718,0.74752,Doris kerguelenensis
5.5151,0.2303,Doris pseudoargus
5.3237,0.0519,Doris verrucosa
4.1322,0.42506,Doryteuthis (Amerigo) gahi
9.3892,0.26673,Doryteuthis (Amerigo) pealeii
5.6844,-0.8252,Doryteuthis (Doryteuthis) pleii
6.6845,0.14013,Doryteuthis (Doryteuthis) roperi
5.3916,0.016537,Dosidicus gigas
10.218,0.38141,Dosinia amphidesmoides
18.067,0.62547,Dosinia circularis
9.7821,0.34647,Dosinia concentrica
4.8013,-0.066221,Dosinia discus
6.7631,0.29348,Dosinia exoleta
5.7225,-0.30604,Dosinia grata
6.6959,0.10713,Dosinia histrio
5.2548,0.014559,Dosinia japonica
5.3008,0.078699,Dosinia lambata
1,-1.936,Dosinia lochi
5.757,0.064832,Dosinia lupinus
14.321,0.4731,Dosinia mira
6.7341,0.15103,Dosinia orbiculata
1.056,-1.9774,Dosinia scalaris
5.2055,0.026491,Dosinia victoriae
6.0667,0.32205,Doto coronata
5.4014,0.17593,Doto fragilis
5.4433,0.20537,Doto pinnatifida
5.7077,0.082728,Douglassia bealiana
9.0161,0.2597,Doxander campbellii
7.7615,0.18013,Doxander vittatus
6.9257,0.097958,Drillia poecila
7.1892,0.19031,Drilliola loprestiana
6.1,0.079426,Drupa clathrata
7.0634,0.14779,Drupa morum
8.035,0.21089,Drupa rubusidaeus
1.5246,-1.7317,Drupella margariticola
10.934,0.35282,Drupina grossularia
1.0805,-1.9153,Drupina lobata
5.2373,0.062825,Duplicaria kieneri
4.9575,0.030393,Eatoniella caliginosa
0.37127,1.2197,Eatoniella demissa
4.828,0.12554,Eatoniella denticula
5.4443,0.079059,Eatoniella depressa
4.9808,0.092711,Eatoniella ebenina
5.0619,0.01833,Eatoniella exigua
5.0416,-0.37877,Eatoniella flammulata
1.3659,0.82776,Eatoniella glacialis
5.1655,0.049173,Eatoniella glomerosa
2.3077,0.78846,Eatoniella kerguelenensis
5.423,0.092604,Eatonina fulgida
8.8366,0.30047,Eatonina lunata
5.8391,0.83621,Ebala nitidissima
5.3932,0.07668,Ebala pointeli
2.3767,1.5267,Eccliseogyra nitida
5.383,0.033789,Echinolittorina cinerea
1.0555,-1.9978,Echinolittorina dilatata
6.3316,0.1166,Echinolittorina jamaicensis
1.1034,-1.9882,Echinolittorina mespillum
1.2325,-1.9283,Echinolittorina radiata
7.2796,0.19283,Echinophoria wyvillei
5.5031,-0.32861,Echinoteuthis famelica
NaN,NaN,Ectenagena elongata
1.1135,1.0309,Ectenagena nautilei
8.6345,0.27374,Eglisia tricarinata
11.628,0.4402,Electroma alacorvi
6.6992,0.65957,Eledone cirrhosa
5.91,0.12191,Eledone moschata
8.8391,0.31935,Eledone palari
5.2193,0.19004,Eleutheromenia sierra
5.5604,0.14309,Elliptotellina urinatoria
5.4246,0.047055,Elysia maoria
4.892,-0.00026118,Elysia velutinus
5.2016,0.030562,Elysia viridis
8.3431,0.28971,Emarginella incisura
7.5109,0.22052,Emarginella nigromaculata
10.117,0.41296,Emarginula connelli
5.8727,0.082423,Emarginula convexa
5.0126,0.22304,Emarginula crassa
5.5197,0.41276,Emarginula curvamen
5.8892,0.08206,Emarginula dilecta
5.319,0.65897,Emarginula fissura
10.707,0.60379,Emarginula macclurgi
10.707,0.45353,Emarginula natalensis
5.1491,0.017505,Emarginula octaviana
12.826,0.6938,Emarginula oppressa
5.8665,0.34973,Emarginula rosea
5.7268,0.19035,Emarginula striatula
6.9094,0.15184,Emarginula superba
9.5752,0.43279,Emarginula thorektes
10.491,0.36518,Emarginula undulata
5.4161,0.089789,Embletonia pulchra
7.062,0.28617,Emozamia licina
7.0247,0.21614,Enatimene simplex
6.5291,0.14979,Engina bonasia
2.509,-1.473,Engina curtisiana
3.4279,-0.25903,Engina egregia
1.3768,-1.8962,Engina mendicaria
7.1219,0.18605,Engina siderea
3.7949,-0.16864,Engina spica
3.8452,-0.64473,Engina turbinella
6.0262,0.053546,Engina zonalis
4.7647,0.008332,Enginella leucozona
6.181,0.15625,Enixotrophon carduelis
1.1857,1.9923,Enixotrophon declinans
5.3456,0.2095,Enixotrophon latus
4.1534,0.42721,Enixotrophon maxwelli
1.2771,1.6148,Enixotrophon obtuseliratus
4.5199,1.1609,Enixotrophon plicilaminatus
3.4494,0.66337,Enixotrophon venustus
8.0652,-0.41368,Ennucula aegeensis
3.998,0.21485,Ennucula convexa
4.8722,0.40704,Ennucula corbuloides
7.5436,-0.25567,Ennucula corticata
7.0816,0.17451,Ennucula cumingii
7.4341,0.33406,Ennucula delphinodonta
2.7786,1.6343,Ennucula granulosa
4.0955,1.0917,Ennucula grayi
5.7733,-0.55364,Ennucula obliqua
1.0803,1.4561,Ennucula pernambucensis
28.407,1.1582,Ennucula puelcha
5.8402,0.31047,Ennucula strangei
52.529,1.1434,Ennucula superba
7.0665,0.5371,Ennucula tenuis
7.8946,0.25895,Enoploteuthis anapsis
6.5303,0.16592,Enoploteuthis galaxias
12.585,0.41644,Enoploteuthis higginsi
6.9231,0.18152,Enoploteuthis leptura
5.3111,-0.039536,Enoploteuthis obliqua
10.73,0.40814,Enoploteuthis octolineata
7.1202,0.23667,Enoploteuthis reticulata
24.278,0.81739,Ensiculus australis
12.574,0.43465,Ensiculus cultellus
6.3024,0.11026,Ensis directus
6.6712,0.38825,Ensis ensis
6.4832,0.51739,Ensis leei
6.4474,-0.041474,Ensis macha
5.5362,0.22035,Ensis magnus
7.3734,0.20074,Ensis megistus
5.599,0.049949,Ensis minor
6.1836,0.35599,Ensis siliqua
6.0754,0.99827,Entalina dorsicostata
1.0441,-1.8972,Entalina platamodes
6.7073,0.2172,Entalina tetragona
9.6358,0.36945,Entemnotrochus adansonianus
5.5091,1.3668,Enteroctopus dofleini
6.9672,0.32289,Enteroctopus magnificus
2.4444,1.5696,Enteroctopus zealandicus
8.2418,0.27213,Entodesma brasiliense
5.0615,0.050883,Entodesma navicula
NaN,NaN,Entomoliva incisa
11.864,0.40292,Eoacmaea pustulata
3.1162,1.2077,Eosipho smithi
4.9442,0.0064067,Epideira torquata
3.5512,-1.2138,Epideira tuberculata
5.6481,-0.30226,Epidirella xanthophaes
5.7982,0.098033,Epigrus columnaria
6.0261,-0.24824,Epigrus cylindraceus
5.6274,0.50846,Epilepton clarkiae
5.3466,0.057822,Episcomitra cornicula
8.5908,0.29809,Episcynia inornata
6.2637,0.13538,Episcynia multicarinata
5.7279,0.13851,Episiphon bordaensis
8.37,0.24311,Episiphon didymum
16.528,-0.39892,Episiphon kantori
8.1209,0.27233,Episiphon sowerbyi
8.5878,0.28606,Episiphon virgula
6.1517,0.12017,Epitonium albidum
8.2818,-0.14773,Epitonium angulatum
8.3183,0.28065,Epitonium apiculatum
7.4697,0.32628,Epitonium bellicosum
8.7919,0.31784,Epitonium candeanum
1.5258,-1.9658,Epitonium celesti
5.3023,0.39177,Epitonium clathratulum
5.4115,0.07957,Epitonium clathrus
7.8357,0.3521,Epitonium coretum
7.2444,0.32949,Epitonium dallianum
1.1165,1.9776,Epitonium eltanini
8.5156,0.27846,Epitonium foliaceicosta
6.5089,0.20727,Epitonium fractum
6.7052,0.16619,Epitonium humphreysii
3.9045,0.91817,Epitonium indianorum
6.34,0.18165,Epitonium kraussi
11.177,0.47311,Epitonium krebsii
8.9537,0.33277,Epitonium multistriatum
8.8965,0.31929,Epitonium nautlae
6.8612,-0.61576,Epitonium nitidella
10.813,0.43348,Epitonium novangliae
7.1731,0.22001,Epitonium occidentale
5.5874,0.56631,Epitonium sawinae
5.7766,0.064729,Epitonium stigmaticum
6.4368,0.19953,Epitonium striatellum
6.6791,0.33055,Epitonium tenebrosum
5.032,0.10192,Epitonium tinctum
4.9596,0.54682,Epitonium trevelyanum
6.0949,0.53975,Epitonium turtonis
5.2738,0.056317,Erato voluta
9.2743,0.31628,Eratoena corrugata
5.5314,0.060793,Eratoena gemma
6.796,0.18293,Eratoidea hematita
5.7213,0.055322,Ergaea walshi
7.6735,0.22763,Ergalatax heptagonalis
1.7911,0.60388,Erginus rubellus
7.0916,0.25375,Ericusa papillosa
8.3729,0.32879,Ericusa sericata
6.6006,-0.057605,Ericusa sowerbyi
6.0734,0.01878,Erronea caurica
8.9302,0.26733,Ervilia bisculpta
5.2521,0.11653,Ervilia castanea
3.5791,-1.1264,Ervilia concentrica
8.1538,0.26857,Ervilia nitens
5.5575,0.10776,Erycina parva
7.2615,0.26518,Escalima murrayi
3.2755,1.5469,Escalima regularis
7.2488,0.18775,Ethalia guamensis
4.6051,-0.050593,Ethminolia sculpta
5.5158,0.038483,Ethminolia vitiliginea
5.2621,-0.0083132,Etrema denseplicata
1.5872,-1.7825,Etrema spurca
5.1015,0.12359,Eubranchus exiguus
4.9588,0.037368,Eubranchus tricolor
4.9493,0.32725,Eubranchus vittatus
7.4598,0.17157,Euchelus asper
4.5256,1.0363,Euciroa galatheae
2.1603,-0.51292,Eucithara conohelicoides
31.403,0.9101,Eucithara guentheri
6.9462,0.20145,Eucleoteuthis luminosa
6.1676,0.13782,Eucyclotoma stegeri
7.6867,1.1798,Eudolium bairdii
8.3579,0.28427,Eudolium crosseanum
1.1888,1.4746,Eulepetopsis vitrea
7.7818,0.23552,Eulima bilineata
5.9593,0.023332,Eulima glabra
5.3317,0.037524,Eulima lodderae
8.6667,0.30268,Eulimastoma canaliculatum
5.1409,0.017369,Eulimastoma engonium
3.4424,-0.95721,Eulimastoma weberi
5.4928,0.09091,Eulimella acicula
5.8438,0.13679,Eulimella polita
5.2426,0.10337,Eulimella scillae
5.0328,0.18786,Eulimella ventricosa
6.5496,0.18505,Eulimostraca subcarinata
6.6379,0.1496,Eulithidium bellum
2.9939,-1.0398,Eulithidium pterocladicum
5.5693,0.16879,Eulithidium pulloides
6.4675,0.1378,Eulithidium tessellatum
7.8612,0.23244,Eulithidium thalassicola
3.3223,0.58546,Eumetula arctica
4.7514,0.13783,Eumetula pulla
1.2349,1.0878,Eumetula strebeli
4.6031,-0.018087,Euparthenia humboldti
4.9608,-0.010483,Eupleura caudata
5.521,0.06419,Eupleura sulcidentata
5.0383,0.00052425,Eupleura tampaensis
6.9531,0.18654,Euplica borealis
1.2766,-1.895,Euplica ionida
6.0933,0.041381,Euplica scripta
6.0819,0.048296,Euplica turturina
8.1656,0.2132,Euplica varians
14.505,0.50239,Euprotomus aurisdianae
5.8692,0.049518,Euprotomus vomer
7.1025,0.16869,Euprymna berryi
5.3587,-0.008635,Euprymna morsei
6.488,0.089845,Euprymna tasmanica
4.174,0.52077,Eurhomalea exalbida
3.4454,-1.253,Eurytellina alternata
5.8564,0.079148,Eurytellina angulosa
4.3971,-0.082207,Eurytellina gibber
13.499,0.54664,Eurytellina nitens
1.7615,-1.728,Eurytellina punicea
7.1118,0.1741,Eurytrochus concinnus
5.6609,0.05502,Eurytrochus danieli
5.8232,0.066711,Euspira catena
6.1442,0.34179,Euspira fusca
5.4612,0.095016,Euspira guilleminii
6.2892,0.25672,Euspira heros
5.3262,0.083403,Euspira intricata
3.8047,1.3999,Euspira levicula
5.2199,0.080176,Euspira macilenta
5.374,0.14186,Euspira montagui
5.7589,0.096175,Euspira nitida
7.0128,-0.11417,Euspira obtusa
5.8061,1.3105,Euspira pallida
8.5543,0.31953,Euspira triseriata
5.1464,0.031086,Euthria cornea
7.6326,0.21901,Euthymella elegans
5.1116,0.034762,Eutriphora cana
11.699,0.4483,Euvola chazaliei
10.944,0.44241,Euvola laurenti
4.2955,-1.0609,Euvola marensis
8.5123,0.28241,Euvola perula
7.1766,0.19296,Euvola raveneli
1.3635,-1.9999,Euvola ziczac
11.444,0.41294,Excellichlamys spectabilis
2.5981,0.97617,Exilia expeditionis
1.0867,-1.9181,Exilia hilgendorfi
6.3037,0.13169,Exosiperna scapha
5.6782,0.10353,Fabulina fabula
5.1411,0.1248,Facelina auriculata
5.9709,0.69143,Facelina bostoniensis
7.5926,-1.8097,Falcidens aequabilis
5.0889,0.2348,Falcidens crossotus
5.36,0.1297,Falcidens gutturosus
4.3619,0.49259,Falsilunatia ambigua
4.0282,0.4477,Falsilunatia amphiala
6.3485,-0.17297,Falsilunatia carcellesi
1.6092,1.9422,Falsilunatia patagonica
1.4006,1.9298,Falsilunatia scotiana
5.1656,0.30504,Falsilunatia subperforata
0.79453,1.282,Falsilunatia xantha
1.0003,1.9036,Falsimargarita gemma
1.2761,1.9131,Falsimargarita thielei
1.0011,1.724,Falsimohnia albozonata
1.8301,0.74559,Falsimohnia innocens
3.3523,-0.32902,Falsuszafrona idalina
7.3556,0.17112,Fargoa bartschi
6.3027,0.15009,Fargoa bushiana
5.8956,0.092507,Fargoa gibbosa
4.9853,-0.73906,Fascinus typicus
10.685,0.37045,Fasciolaria tulipa
6.7311,0.11488,Fautor boucheti
4.9657,-0.68353,Fautor comptus
5.7023,0.9533,Fautor metivieri
4.6503,1.0905,Fautor paradigmatus
5.0732,-1.2336,Fautor periglyptus
5.8854,0.12391,Fautor richeri
4.8257,-0.077349,Favartia alveata
7.4398,0.1997,Favartia brevicula
8.1584,0.27178,Favartia cellulosa
5.5835,0.071355,Favartia glypta
5.2207,0.039041,Favartia hidalgoi
8.4264,0.30063,Favartia levicula
5.8549,0.10139,Favartia macgintyi
6.1131,0.11378,Favartia maculata
6.5571,0.17494,Favartia minirosea
6.2575,0.11007,Favartia rosamiae
6.9339,0.17538,Favartia striasquamosa
7.3313,0.27941,Fax tabidus
5.6471,0.20297,Fax tenuicostatus
8.1228,-0.013269,Fedikovella beanii
4.9404,-0.92394,Felaniella subradiata
5.5437,0.040927,Felimare bayeri
5.5258,0.040236,Felimare picta
8.101,0.30578,Fenimorea janetae
7.4465,0.21185,Fenimorea moseri
4.8954,0.0097638,Fenimorea petiti
7.5917,0.23642,Fenimorea sunderlandi
8.6077,0.5715,Ferreiraella xylophaga
7.0219,0.17865,Ficadusta pulchella
3.7632,-1.1503,Ficus ficus
7.8389,0.22244,Ficus filosa
5.0595,-0.01477,Ficus gracilis
10.161,0.30706,Ficus subintermedia
8.4292,0.23686,Filifusus filamentosus
6.286,0.15312,Filodrillia delicatula
5.4367,-0.21991,Filodrillia mucronata
4.454,-0.94687,Filodrillia tricarinata
9.0059,0.25798,Fimbria fimbriata
8.9235,0.32997,Finella adamsi
4.6879,-0.82566,Finella dubia
5.3074,-0.0053576,Fiona pinnata
7.5934,0.23761,Firoloida desmarestia
3.2105,1.4414,Fissidentalium candidum
17.95,1.095,Fissidentalium exasperatum
6.5151,1.0114,Fissidentalium levii
5.9775,1.9988,Fissidentalium magnificum
6.8292,0.20642,Fissidentalium ponderi
1.8115,1.8848,Fissidentalium profundorum
5.8461,0.23822,Fissidentalium zelandicum
7.4744,0.20052,Fissurella fascicularis
6.5456,0.14557,Fissurella mutabilis
5.0342,0.016741,Fissurella nubecula
5.0171,0.19136,Fissurella oriens
4.7595,-0.059254,Fissurella rosea
4.8971,0.066053,Fissurella volcano
5.3951,0.35444,Fjordia browni
5.1586,0.10085,Fjordia lineata
5.1133,0.011383,Flabellina affinis
5.0714,0.051653,Flexopecten flexuosus
4.8192,-0.063347,Flexopecten glaber
4.6992,-0.075629,Flexopecten hyalinus
5.3206,0.062601,Folinella excavata
5.2104,0.037085,Fossarus ambiguus
9.3161,0.35768,Fossarus orbignyi
6.4939,-0.13637,Foveamysia soror
8.5157,0.24924,Fragum fragum
4.8624,-0.05116,Fragum scruposum
14.129,0.50265,Freneixicardia victor
5.8999,1.0847,Frigidoalvania brychia
4.1479,0.14375,Frigidoalvania cruenta
1.0035,1.8181,Frigidoalvania janmayeni
23.802,0.79592,Frigidocardium exasperatum
24.424,0.76685,Frigidocardium torresi
6.9414,0.09716,Frigidocardium valdentatum
6.619,0.16258,Friginatica beddomei
3.639,0.4374,Frovina indecora
1.3665,1.999,Frovina soror
5.3168,0.044079,Fuegotrophon pallidus
8.5697,0.25333,Fugleria tenera
3.8182,0.38536,Fulgurofusus maxwelli
5.4867,0.028278,Fulguropsis plagosa
6.1304,0.09781,Fulguropsis spirata
4.2525,-0.89706,Fulvia laevigata
5.0841,0.0050326,Fulvia mutica
7.8692,0.21472,Fulvia undatopicta
6.0401,-0.27063,Funa laterculoides
8.6221,0.2864,Fusiaphera macrospira
2.0776,-1.6051,Fusidomiporta suturata
6.2591,0.21448,Fusinus annae
6.3785,0.12925,Fusinus forceps
5.1584,0.051677,Fusinus pulchellus
6.877,0.17915,Fusinus salisburyi
5.722,0.24638,Fusitriton laudandus
6.3033,0.19746,Fusitriton magellanicus
4.1525,0.66984,Fusitriton oregonensis
6.2163,0.16303,Fusitriton retiolus
6.4699,0.34609,Fusiturris undatiruga
6.9414,0.19456,Fustiaria caesura
4.9392,-0.47858,Fustiaria langfordi
5.3345,0.068158,Fustiaria rubescens
12.606,0.49582,Fustiaria stenoschiza
3.5267,1.8968,Fusulculus crenatus
5.6155,0.092825,Gabrielona nepeanensis
5.0892,-0.034325,Gabrielona pisinna
7.6229,0.22397,Gabrielona sulcifera
5.4956,0.3372,Gadila aberrans
8.0991,0.2671,Gadila agassizii
11.546,0.41437,Gadila brycei
6.5614,0.15295,Gadila cobbi
9.1327,0.31698,Gadila dominguensis
6.8735,0.13291,Gadila elenae
14.058,-0.20782,Gadila pseudolivi
5.7302,-0.14392,Gadila spreta
5.4886,0.02146,Gafrarium divaricatum
11.364,-0.087807,Gaillea coriolis
5.9699,0.091915,Galeodea echinophora
6.5909,0.24431,Galeodea rugosa
5.7898,0.14518,Galeodea triganceae
5.3436,0.012238,Galeomma turtoni
6.2366,0.33408,Galiteuthis armata
1.0027,1.9212,Galiteuthis glacialis
6.1535,0.46507,Galiteuthis pacifica
4.4331,0.35685,Galiteuthis suhmi
7.0925,0.17945,Gari costulata
5.2441,0.052165,Gari depressa
5.6844,0.12374,Gari fervensis
6.7581,0.1527,Gari gracilenta
5.8156,0.078973,Gari modesta
10.499,0.39576,Gari occidens
14.957,0.57572,Gari pallida
10.77,0.39621,Gari pennata
2.7387,-1.7101,Gari pulcherrima
9.6691,0.31721,Gari rasilis
15.363,0.51473,Gari squamosa
5.4876,0.34046,Gari tellinella
5.5837,0.066451,Gastrana fragilis
5.4083,-0.67923,Gastrana matadoa
9.3798,0.32992,Gastrochaena cuneiformis
5.5998,0.047769,Gastrochaena ovata
5.47,0.59783,Gastropteron pacificum
8.1428,0.28041,Gastropteron rubrum
6.1671,0.020999,Gatliffena fenestrata
6.7057,-0.40206,Gazameda gunnii
5.6993,-0.58825,Gazameda tasmanica
5.3621,0.4271,Geitodoris planata
6.0775,-0.12322,Gemixystus laminatus
7.2872,0.23884,Gemixystus leptos
5.8966,0.23291,Gemixystus recurvatus
5.3475,0.036945,Gemixystus rhodanos
7.4507,0.25933,Gemixystus rippingalei
6.4781,0.13863,Gemma gemma
6.2164,0.070951,Gemmula congener
7.1139,-0.4185,Gemmula cosmoi
7.4058,0.22629,Gemmula gilchristi
20.619,0.70874,Gemmula graeffei
23.053,0.79472,Gemmula hastula
40.567,1.0423,Gemmula monilifera
12.097,0.58495,Gemmula rarimaculata
5.2856,-0.036344,Gemmula rosario
25.073,0.83144,Gemmulimitra avenacea
8.4035,0.27955,Gemmulimitra duplilirata
NaN,NaN,Gemmuloborsonia moosai
6.6985,0.54271,Gemmuloborsonia neocaledonica
3.5965,-0.23521,Gemophos auritulus
2.926,-1.2646,Gemophos tinctus
1.3999,1.9988,Genaxinus bongraini
4.0666,1.1634,Genaxinus eumyarius
5.268,0.016576,Geukensia demissa
5.4753,-0.66605,Gibberula agapeta
5.559,-0.81961,Gibberula bensoni
5.5737,0.070336,Gibberula catenata
8.1859,0.22759,Gibberula compressa
9.3705,0.49217,Gibberula differens
5.199,0.057224,Gibberula diplostreptus
2.975,-1.1777,Gibberula lavalleeana
5.2203,0.036393,Gibberula miliaria
5.3359,0.063869,Gibberula philippii
5.812,0.089593,Gibberula pulchella
3.9498,-0.1877,Gibberulus gibberulus
5.2373,0.045495,Gibbula albida
5.085,-0.0025352,Gibbula ardens
5.5023,0.11392,Gibbula fanulum
5.3895,0.088047,Gibbula guttadauri
9.5187,0.50759,Gibbula loculosa
5.2579,0.042085,Gibbula magus
5.2761,0.059714,Gibbula philberti
5.0911,0.0073248,Gibbula racketti
5.5572,0.49271,Gibbula tumida
5.9295,0.11536,Gibbula turbinoides
5.975,0.010981,Gibbula zonata
22.988,-0.71013,Gigantidas childressi
6.0652,0.22697,Gigantidas gladius
5.7133,0.90842,Gigantidas platifrons
4.8833,0.069165,Glans carpenteri
8.5438,0.29689,Glans dominguensis
5.5882,0.068601,Glans trapezia
5.5072,0.12663,Glaphyrina caudata
5.863,0.23486,Globisinum drewi
5.8515,0.082446,Globivenus capricornea
7.9453,0.23394,Globivenus rigida
10.204,0.40648,Globivenus rugatina
9.4666,0.35993,Globivenus strigillina
15.529,0.54463,Globivenus toreuma
5.5339,0.068655,Glorichlamys elegantissima
10.195,0.31557,Gloripallium pallium
10.01,0.39412,Gloripallium speciosum
5.3538,-0.033521,Glossaulax didyma
10.76,0.40746,Glossocardia obesa
7.3126,0.1894,Glossodoris cincta
5.5289,0.057788,Glossodoris pallida
5.7337,0.042902,Glossodoris rufomarginata
5.841,0.50093,Glossus humanus
8.6739,0.2203,Glycymeris americana
3.0518,-0.3153,Glycymeris bimaculata
7.5039,0.29573,Glycymeris connollyi
1.0677,-1.9667,Glycymeris cotinga
9.5253,0.32745,Glycymeris decussata
5.8934,0.66039,Glycymeris glycymeris
2.2882,-1.5952,Glycymeris hedleyi
6.7001,0.1868,Glycymeris longior
6.0638,0.090881,Glycymeris mayi
4.5088,-0.14799,Glycymeris nummaria
7.8521,0.29913,Glycymeris queketti
33.521,0.96176,Glycymeris reevei
3.9574,0.87692,Glycymeris septentrionalis
5.7093,0.017788,Glycymeris spectralis
7.0612,0.18626,Glyphostoma gabbii
6.5246,0.13561,Glyphoturris rugirima
5.8696,-0.44096,Glyptozaria opulenta
6.9425,0.17516,Gomphina queenslandica
5.8367,0.27449,Gonatopsis borealis
5.2513,0.20988,Gonatus antarcticus
4.6284,1.1666,Gonatus fabricii
6.4194,0.54759,Gonatus steenstrupi
5.3076,0.072579,Gonilia calliglypta
1.2017,1.9368,Gonimyrtea ferruginea
6.8831,0.14947,Goniobranchus coi
8.7434,0.25507,Goniobranchus geometricus
5.4981,0.074744,Goniobranchus splendidus
5.7979,0.062997,Goniobranchus tinctorius
5.1631,0.051227,Goniodoris castanea
5.3094,0.40542,Goniodoris nodosa
6.4808,0.4517,Goodallia triangularis
4.0107,-0.78707,Gouldia cerina
5.6863,0.073088,Gouldia minima
6.1673,-0.30252,Gouldiopa australis
5.4346,0.055554,Gourmya gourmyi
5.417,0.14294,Gracilipurpura rostrata
5.3179,0.061313,Gradaterebra assecla
6.5218,0.14792,Gradaterebra capensis
1.0115,1.3437,Graneledone antarctica
1.9784,1.9981,Graneledone boreopacifica
6.1779,0.1397,Graneledone taniwha
5.6246,0.21236,Graneledone verrucosa
6.894,0.17564,Granicorium indutum
15.525,0.563,Granosolarium asperum
7.2623,0.68511,Granulifusus benjamini
8.5602,0.32456,Granulifusus consimilis
7.3413,0.22307,Granulifusus niponicus
7.4816,0.25589,Granulifusus rubrolineatus
21.172,0.67263,Granulina anxia
5.7523,0.0099156,Granulina elliottae
5.476,0.062114,Granulina margaritula
5.1577,0.022485,Granulina marginata
7.5713,0.22923,Granulina ovuliformis
5.873,0.067363,Granulina vitrea
8.7944,0.2497,Graphicomassa ligula
5.4778,0.25255,Graphis albida
11.043,0.4217,Graphis tenuissima
1.0746,-1.9894,Graptacme acutissima
1.6342,-1.9865,Graptacme calamus
8.0005,0.2355,Graptacme eborea
8.278,0.27056,Graptacme semistriolata
6.616,0.13947,Gregariella coralliophaga
5.5636,0.05432,Gregariella petagnae
9.4525,0.54215,Gregoia vitrosphaera
1.3011,1.6456,Grimalditeuthis bonplandii
5.5666,0.19643,Guraleus cuspis
6.2094,0.04198,Gutturnium muricinum
1.4758,0.91097,Gymnobela agassizii
1.1181,1.5054,Gymnobela aquilarum
1.5667,1.6877,Gymnobela emertoni
44.773,-1.3826,Gymnobela engonia
1.2341,0.80383,Gymnobela frielei
6.7776,0.034614,Gymnobela procera
7.1325,-1.4648,Gymnobela subaraneosa
5.7106,1.8602,Gymnobela yoshidai
5.1978,0.013885,Gymnodoris okinawae
6.793,0.15648,Gymnodoris striata
10.264,0.30741,Gyrineum aculeatum
10.066,0.30785,Gyrineum gyrinum
7.323,0.077796,Gyrineum lacunatum
11.013,0.37982,Gyrineum longicaudatum
5.4142,0.014012,Gyrineum perca
9.1447,0.2428,Gyrineum pulchellum
4.8313,-0.021462,Gyrineum roseum
9.1142,0.28728,Gyroscala commutata
5.2225,0.033793,Gyroscala rupicola
5.2122,0.058558,Hadriania craticulata
5.4364,0.097611,Haedropleura septangularis
5.4797,0.052535,Halgerda aurantiomaculata
6.1055,-0.29438,Halgerda fibra
5.7715,0.081039,Halgerda tessellata
4.655,-0.071256,Halgerda willeyi
4.8781,0.21158,Haliella stenostoma
4.7937,0.018721,Haliotis corrugata
4.8917,0.04152,Haliotis cracherodii
5.3194,0.0030502,Haliotis dissona
5.5764,-0.24011,Haliotis fulgens
5.3291,0.043973,Haliotis iris
5.007,-0.047041,Haliotis laevigata
5.2742,0.021725,Haliotis midae
6.9902,0.13931,Haliotis ovina
5.4144,0.058706,Haliotis parva
5.931,-0.1292,Haliotis rubra
4.9375,0.075862,Haliotis rufescens
5.3222,0.026562,Haliotis tuberculata
4.9138,0.1502,Haliotis walallensis
7.5489,0.22143,Haliphron atlanticus
8.9397,0.34083,Haliris fischeriana
5.3949,-0.048082,Halistylus columna
13.936,-0.70327,Halonympha depressa
5.108,0.030779,Haminella solitaria
6.2099,0.097982,Haminoea antillarum
6.8939,0.15808,Haminoea elegans
5.3965,0.064696,Haminoea hydatis
2.4576,-1.669,Haminoea succinea
4.6888,-0.033562,Haminoea vesicula
6.0672,0.30554,Hanleya hanleyi
7.1212,0.13807,Hanleyanus oblongus
6.0243,0.060421,Hapalochlaena maculosa
9.6672,0.32135,Harpa articularis
1.0053,1.214,Harpovoluta charcoti
5.5623,-0.012708,Hastula cinerea
2.1873,-1.3263,Hastula hastata
15.371,0.58628,Hastula lanceata
1.0607,-1.9742,Hastula matheroniana
5.8392,0.064724,Hastula penicillata
15.444,0.53484,Hastula raphanula
5.3534,0.0044586,Hastula salleana
5.4562,0.062201,Haumea loxoides
16.023,0.58489,Haumea minuta
6.3322,0.12982,Haurakia angulata
5.2618,0.0048661,Haurakia marmorata
8.8667,0.27367,Haurakia novarensis
6.3763,0.14977,Haustellum tweedianum
5.3472,0.054292,Hedleytriphora basimacula
5.7358,-0.33873,Hedleytriphora fasciata
5.618,-0.14833,Hedleytriphora scitula
7.5485,0.23684,Heilprinia timessa
4.8618,-0.0040169,Heleobia australis
7.749,0.20226,Heliacus areola
7.07,0.18803,Heliacus bisulcatus
7.3524,0.20601,Heliacus cylindricus
7.0908,0.13385,Heliacus stramineus
1.0891,-1.9304,Heliacus trochoides
5.6202,0.11196,Helicocranchia papillata
9.3461,0.075452,Heliconoides inflatus
17.378,0.23458,Hemiaclis incolorata
1.8329,1.7876,Hemiaclis ventrosa
