family,hook,leader,location,flagstate,source,group,sample_size,estimate,scientific_name,gear_class,habitat_associated,max_size_cm,median_depth,reproductive_mode,ventilation_method,estimate_type,redlist_category,genus,ac,superorder,order,parity_mode,trophic_mode,vertebrate_reproductive_category,reference
Rajidae,,,,,this study,Batoids,407,0.196,Amblyraja radiata,trawl,demersal,111,773,lecithotrophic oviparity,stationary,post-release mortality,,Amblyraja,7.7366,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,572,0.077,Leucoraja ocellata,trawl,demersal,113,363.5,lecithotrophic oviparity,stationary,post-release mortality,,Leucoraja,6.64,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,2,1,Raja undulata,longline,demersal,114,102,lecithotrophic oviparity,stationary,post-release survival,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,3,1,Raja brachyura,longline,demersal,120,455,lecithotrophic oviparity,stationary,post-release survival,,Raja,5.4117,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,14,0.667,Raja clavata,longline,demersal,130,513,lecithotrophic oviparity,stationary,post-release survival,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Scyliorhinidae,,,,,this study,Sharks,18,0.926,Scyliorhinus canicula,longline,demersal,100,400.5,lecithotrophic oviparity,stationary,post-release survival,,Scyliorhinus,6.7455,,,,,,
Rajidae,,,,,this study,Batoids,49,0.04,Leucoraja ocellata,trawl,demersal,113,363.5,lecithotrophic oviparity,stationary,post-release survival,,Leucoraja,6.64,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Urolophidae,,,,,this study,Batoids,187,0.66,Trygonoptera testacea,trawl,demersal,52,67.5,lecithotrophic oviparity,stationary,post-release survival,,Trygonoptera,6.0268,,,,,,
Trygonorrhinidae,,,,,this study,Batoids,155,0.39,Aptychotrema rostrata,trawl,demersal,120,110,lecithotrophic oviparity,stationary,post-release survival,,Aptychotrema,5.9094,,,,,,
Lamnidae,,,,,this study,Sharks,34,0.25,Isurus oxyrinchus,longline,pelagic,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,53,0.585,Carcharhinus falciformis,purse seine,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,1,0,Isurus oxyrinchus,purse seine,pelagic,445,375,matrotrophic viviparity,ram,at-vessel mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,6,0,Sphyrna lewini,purse seine,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,53,0.33,Carcharhinus falciformis,purse seine,reef-associated,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,1,0,Isurus oxyrinchus,purse seine,pelagic,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,6,0.5,Sphyrna lewini,purse seine,pelagic,430,521.5,matrotrophic viviparity,ram,post-release mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,60,0.05,Isurus oxyrinchus,longline,pelagic,445,375,matrotrophic viviparity,ram,post-release survival,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,57,0.08,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,post-release survival,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,526,0.348,Carcharhinus falciformis,purse seine,reef-associated,350,250,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,60,0.23,Carcharhinus falciformis,purse seine,reef-associated,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,69,0.333,Prionace glauca,longline,pelagic,383.5,500,matrotrophic viviparity,ram,post-release mortality,,Prionace,8.6017,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,,,,,this study,Sharks,43,0.162,Alopias superciliosus,longline,pelagic,484,361.5,matrotrophic viviparity,ram,post-release mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Lamnidae,,,,,this study,Sharks,20,0.05,Isurus oxyrinchus,longline,pelagic,445,375,matrotrophic viviparity,ram,post-release mortality,,Isurus,13.922,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,30,0.03,Carcharhinus falciformis,longline,reef-associated,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,62,0.129,Carcharhinus longimanus,longline,pelagic,350,541,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rajidae,,,,,this study,Batoids,60,0.116,Amblyraja radiata,trawl,demersal,111,773,lecithotrophic oviparity,stationary,post-release mortality,,Amblyraja,7.7366,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,123,0.49,Raja undulata,trawl,demersal,114,102,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Carcharhinidae,,,,,this study,Sharks,28,0.25,Carcharhinus falciformis,purse seine,reef-associated,350,250,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,10.089,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Triakidae,,,,,this study,Sharks,32,0.25,Galeorhinus galeus,longline,benthopelagic,199,400,lecithotrophic viviparity,ram,at-vessel mortality,,Galeorhinus,11.901,Galeomorphs,Carcharhiniformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Triakidae,,,,,this study,Sharks,10,0,Galeorhinus galeus,longline,benthopelagic,199,400,lecithotrophic viviparity,ram,post-release survival,,Galeorhinus,11.901,Galeomorphs,Carcharhiniformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Rajidae,,,,,this study,Batoids,120,0.808,Raja clavata,trawl,demersal,130,513,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,68,0.206,Raja miraletus,trawl,demersal,71.7,283,lecithotrophic oviparity,stationary,post-release mortality,,Raja,17.809,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Alopiidae,,,,,this study,Sharks,14,0.071,Alopias superciliosus,longline,pelagic,484,361.5,matrotrophic viviparity,ram,post-release mortality,,Alopias,11.023,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rajidae,,,,,this study,Batoids,448,0.143,Leucoraja ocellata,gillnet,demersal,113,363.5,lecithotrophic oviparity,stationary,post-release mortality,,Leucoraja,6.64,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Carcharhinidae,,,,,this study,Sharks,221,0.452,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,153,0.007,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,54,0.63,Carcharhinus brevipinna,longline,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,95,0,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,at-vessel mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,19,0,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,95,0.442,Carcharhinus limbatus,longline,reef-associated,286,70,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,119,0.034,Carcharhinus plumbeus,longline,benthopelagic,243,140,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,15.327,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,51,0.02,Galeocerdo cuvier,longline,benthopelagic,740,556,matrotrophic viviparity,ram,post-release mortality,,Galeocerdo,12.342,,,,,,
Carcharhinidae,,,,,this study,Sharks,12,0.083,Carcharhinus leucas,longline,reef-associated,366,82.5,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rajidae,,,,,this study,Batoids,1723,0.056,Raja clavata,trawl,demersal,130,513,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,478,0.027,Raja brachyura,trawl,demersal,120,455,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,5.4117,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,119,0.031,Raja montagui,trawl,demersal,80,329,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.0172,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,242,0.101,Raja undulata,trawl,demersal,114,102,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,410,0.02,Raja clavata,gillnet,demersal,130,513,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,23,0,Raja brachyura,gillnet,demersal,120,455,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,5.4117,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,4,0,Raja montagui,gillnet,demersal,80,329,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.0172,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,7,0,Raja undulata,gillnet,demersal,114,102,lecithotrophic oviparity,stationary,at-vessel mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,92,0.283,Raja clavata,trawl,demersal,130,513,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,57,0.193,Raja brachyura,trawl,demersal,120,455,lecithotrophic oviparity,stationary,post-release mortality,,Raja,5.4117,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,27,0.726,Raja montagui,trawl,demersal,80,329,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.0172,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,32,0.438,Raja undulata,trawl,demersal,114,102,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,42,0.067,Raja clavata,gillnet,demersal,130,513,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,1,0,Raja brachyura,gillnet,demersal,120,455,lecithotrophic oviparity,stationary,post-release mortality,,Raja,5.4117,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Rajidae,,,,,this study,Batoids,5,0.012,Raja undulata,gillnet,demersal,114,102,lecithotrophic oviparity,stationary,post-release mortality,,Raja,6.522564285714286,Batoidea,Rajiformes,Oviparity,Lecithotrophic,Lecithotrophic Oviparity,S8
Squalidae,,,,,this study,Sharks,635,0,Squalus acanthias,trawl,benthopelagic,200,989,lecithotrophic viviparity,ram,at-vessel mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,1884,0.175,Squalus acanthias,gillnet,benthopelagic,200,989,lecithotrophic viviparity,ram,at-vessel mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,480,0.502,Squalus acanthias,gillnet,benthopelagic,200,989,lecithotrophic viviparity,ram,post-release mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,480,0,Squalus acanthias,trawl,benthopelagic,200,989,lecithotrophic viviparity,ram,post-release mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Alopiidae,,,,,this study,Sharks,19,0.74,Alopias vulpinus,pole and line,pelagic,573.3,325,matrotrophic viviparity,ram,post-release survival,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Alopiidae,,,,,this study,Sharks,20,0.1,Alopias vulpinus,pole and line,pelagic,573.3,325,matrotrophic viviparity,ram,at-vessel mortality,,Alopias,8.7014,Galeomorphs,Lamniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,92,0.429,Carcharhinus limbatus,pole and line,reef-associated,286,70,matrotrophic viviparity,ram,post-release survival,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,185,0.29,Squalus acanthias,trawl,benthopelagic,200,989,lecithotrophic viviparity,ram,post-release mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Squalidae,,,,,this study,Sharks,55,0.24,Squalus acanthias,pole and line,benthopelagic,200,989,lecithotrophic viviparity,ram,post-release mortality,,Squalus,8.2153,Squalimorphs,Squaliformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,31,0.097,Carcharhinus limbatus,pole and line,reef-associated,286,70,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,38,0.342,Rhizoprionodon terraenovae,gillnet,demersal,178,100.5,matrotrophic viviparity,ram,at-vessel mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,47,0.34,Carcharhinus acronotus,gillnet,reef-associated,164,51.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,8.3419,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,323,0.377,Carcharhinus limbatus,gillnet,reef-associated,286,70,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,7.7253,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,1115,0.314,Sphyrna tiburo,gillnet,reef-associated,150,45,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,4.199,,,,,,
Carcharhinidae,,,,,this study,Sharks,56,0.018,Carcharhinus leucas,gillnet,reef-associated,366,82.5,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,6.6321,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Triakidae,,,,,this study,Sharks,9,0,Mustelus norrisi,gillnet,demersal,102,130,lecithotrophic viviparity,ram,at-vessel mortality,,Mustelus,8.8886,,,,,,
Sphyrnidae,,,,,this study,Sharks,14,0.286,Sphyrna mokarran,gillnet,pelagic,610,150,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,7.3981,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,10,0,Negaprion brevirostris,gillnet,reef-associated,368,60,matrotrophic viviparity,ram,at-vessel mortality,,Negaprion,7.4039,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Ginglymostomatidae,,,,,this study,Sharks,6,0,Ginglymostoma cirratum,gillnet,reef-associated,308,65,lecithotrophic viviparity,ram,at-vessel mortality,,Ginglymostoma,3.1785,Galeomorphs,Orectolobiformes,Viviparity,Lecithotrophic,Lecithotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,2,0.5,Carcharhinus brevipinna,gillnet,reef-associated,304,100,matrotrophic viviparity,ram,at-vessel mortality,,Carcharhinus,10.685,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Sphyrnidae,,,,,this study,Sharks,9,0.556,Sphyrna lewini,gillnet,pelagic,430,521.5,matrotrophic viviparity,ram,at-vessel mortality,,Sphyrna,14.608,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Rhinopteridae,,,,,this study,Batoids,246,0,Rhinoptera bonasus,gillnet,benthopelagic,107,30,matrotrophic viviparity,stationary,at-vessel mortality,,Rhinoptera,7.7385,Batoidea,Myliobatiformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S8
Gymnuridae,,,,,this study,Batoids,2,0,Gymnura micrura,gillnet,demersal,120,27.5,matrotrophic viviparity,stationary,at-vessel mortality,,Gymnura,12.677,Batoidea,Myliobatiformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S8
Aetobatidae,,,,,this study,Batoids,1,0,Aetobatus narinari,gillnet,benthopelagic,226,30,matrotrophic viviparity,stationary,at-vessel mortality,,Aetobatus,9.6919,,,,,,
Dasyatidae,,,,,this study,Batoids,5,0,Hypanus americanus,gillnet,reef-associated,200,26.5,matrotrophic viviparity,stationary,at-vessel mortality,,Hypanus,5.5519,,,,,,
Dasyatidae,,,,,this study,Batoids,11,0,Hypanus sabinus,gillnet,demersal,61,13.5,matrotrophic viviparity,stationary,at-vessel mortality,,Hypanus,5.9351,,,,,,
Scyliorhinidae,,,,,this study,Sharks,32,0,Cephaloscyllium laticeps,gillnet,demersal,150,110.5,lecithotrophic oviparity,stationary,post-release mortality,,Cephaloscyllium,6.1457,,,,,,
Carcharhinidae,,,,,this study,Sharks,10,0.1,Rhizoprionodon terraenovae,pole and line,demersal,178,100.5,matrotrophic viviparity,ram,post-release mortality,,Rhizoprionodon,6.7403,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,32,0.125,Negaprion brevirostris,pole and line,reef-associated,368,60,matrotrophic viviparity,ram,post-release mortality,,Negaprion,7.4039,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
Carcharhinidae,,,,,this study,Sharks,12,0.083,Carcharhinus longimanus,purse seine,pelagic,350,541,matrotrophic viviparity,ram,post-release mortality,,Carcharhinus,9.5821,Galeomorphs,Carcharhiniformes,Viviparity,Matrotrophic,Matrotrophic Viviparity,S4
